Month,Rain_7d_Sum,Temp_7d_Avg,Fire_Danger_Index,Max_Temperature_C,Max_Humidity_pct,Total_Rainfall_mm,Max_Wind_Speed_kmh,Elevation_m,Slope_deg,Aspect_deg,Baseline_NDVI
5,175.99999999999997,21.571428571428573,2.3,24.7,88,0.9,8.3,1702.9,11.1,208.4,0.4458
5,175.99999999999997,21.357142857142858,2.23,24.6,95,0.0,8.7,1704.4,10.6,209.0,0.447
5,173.69999999999996,21.857142857142858,2.83,26.1,81,0.0,8.9,1701.4,11.0,208.8,0.4427
5,134.79999999999998,23.12857142857143,2.8,25.0,83,0.0,9.4,1701.7,10.9,209.7,0.4482
5,1.1,24.557142857142857,2.47,25.0,88,0.0,8.8,1701.1,10.8,210.1,0.4874
5,1.4000000000000001,24.91428571428571,2.14,24.6,99,0.5,8.7,1700.5,11.4,209.1,0.4397
5,7.800000000000001,24.657142857142862,1.8,22.6,98,6.4,7.9,1701.0,10.7,208.5,0.4448
5,13.3,24.557142857142857,2.25,24.0,95,6.4,9.0,1700.2,11.1,209.8,0.432
5,14.100000000000001,24.614285714285717,2.55,25.0,95,0.8,9.8,1702.1,11.4,209.4,0.4164
6,22.1,24.142857142857142,2.06,22.8,93,8.0,8.5,1700.8,11.1,207.7,0.449
6,30.7,23.82857142857143,1.97,22.8,94,8.6,8.2,1702.4,11.4,210.7,0.462
6,32.3,23.657142857142862,1.96,23.8,95,1.6,7.9,1699.7,11.2,209.1,0.4798
6,35.8,23.628571428571426,2.23,24.4,91,4.0,8.4,1702.5,11.1,209.7,0.4422
6,30.5,24.014285714285712,2.2,25.3,91,1.1,8.0,1703.3,11.1,209.7,0.4411
6,24.5,24.285714285714285,2.7,25.9,92,0.4,9.7,1699.0,11.2,210.0,0.459
6,24.2,24.457142857142856,2.68,26.2,89,0.5,9.2,1702.6,10.9,210.2,0.4707
6,16.7,25.014285714285716,3.76,26.7,85,0.5,12.1,1703.8,10.6,208.4,0.4265
6,13.899999999999999,25.3,2.4,24.8,97,5.8,9.5,1700.2,11.3,210.4,0.455
6,41.3,25.11428571428571,2.41,22.5,97,29.0,10.5,1704.5,11.3,209.6,0.4724
6,43.5,24.871428571428574,2.25,22.7,97,6.2,9.7,1702.6,11.1,211.3,0.4413
6,51.89999999999999,24.314285714285713,1.85,21.4,96,9.5,8.4,1700.9,10.8,211.0,0.4276
6,54.699999999999996,23.957142857142856,2.39,23.4,100,3.2,10.3,1701.9,10.5,211.6,0.4568
6,57.4,23.442857142857143,1.83,22.6,100,3.2,8.2,1702.8,11.0,208.9,0.4248
6,59.599999999999994,23.085714285714285,2.18,24.2,99,2.7,9.0,1702.1,10.6,211.5,0.4629
6,57.9,22.97142857142857,2.54,24.0,99,4.1,10.6,1702.8,10.6,210.1,0.4749
6,39.8,22.942857142857143,2.21,22.3,97,10.9,9.7,1700.6,11.0,210.8,0.4375
6,56.099999999999994,22.485714285714284,1.68,19.5,99,22.5,8.6,1702.3,10.8,210.8,0.4699
6,111.5,22.12857142857143,1.35,18.9,97,64.9,7.0,1699.9,11.1,210.6,0.4545
6,117.3,21.771428571428572,1.46,20.9,98,9.0,6.9,1701.8,11.0,208.7,0.4658
6,128.3,22.0,1.95,24.2,97,14.2,7.9,1700.6,10.8,211.1,0.4353
6,125.7,22.099999999999998,1.88,24.9,97,0.1,7.4,1700.9,10.5,210.4,0.4544
6,123.3,22.17142857142857,1.92,24.5,96,1.7,7.6,1703.9,10.7,208.2,0.4486
6,120.0,22.25714285714286,1.85,22.9,99,7.6,8.1,1703.6,10.8,209.4,0.4332
6,101.0,22.928571428571427,1.82,24.2,100,3.5,7.6,1702.9,10.6,208.5,0.4397
6,43.1,23.457142857142856,2.21,22.6,97,7.0,9.6,1700.4,10.9,208.3,0.4536
6,37.199999999999996,23.87142857142857,2.16,23.8,97,3.1,8.9,1701.5,10.7,211.0,0.4281
6,26.8,23.82857142857143,2.06,23.9,100,3.8,8.7,1703.8,11.0,208.2,0.427
6,27.2,23.942857142857143,2.93,25.7,99,0.5,11.4,1702.2,11.1,208.4,0.4258
6,25.5,24.414285714285715,3.69,27.8,100,0.0,13.4,1705.5,10.8,212.4,0.4334
7,19.2,24.828571428571426,2.75,25.8,91,1.3,9.8,1702.6,11.1,209.5,0.4493
7,19.6,24.957142857142856,2.33,25.1,96,3.9,9.0,1702.3,10.6,210.8,0.4374
7,16.3,25.171428571428574,2.31,24.1,97,3.7,9.4,1701.5,10.7,211.3,0.4642
7,15.6,25.214285714285715,1.83,24.1,99,2.4,7.6,1702.2,11.0,210.9,0.4233
7,17.6,25.285714285714285,2.22,24.4,97,5.8,8.9,1701.8,11.2,210.2,0.4527
7,19.0,25.24285714285714,2.59,25.4,95,1.9,9.8,1703.1,11.3,210.0,0.4395
7,19.099999999999998,25.085714285714285,3.24,26.7,98,0.1,12.0,1703.4,11.5,210.6,0.4434
7,36.599999999999994,24.857142857142858,2.3,24.2,97,18.8,9.3,1700.8,10.9,209.7,0.4553
7,35.7,24.685714285714283,1.51,23.9,99,3.0,6.3,1700.0,11.0,210.8,0.4055
7,37.5,24.67142857142857,2.26,24.0,100,5.5,9.5,1699.2,10.7,209.7,0.4129
7,43.9,24.414285714285715,2.32,22.3,100,8.8,10.5,1702.8,10.6,209.8,0.4441
7,53.5,24.157142857142855,1.95,22.6,100,15.4,8.7,1700.3,11.1,212.3,0.4417
7,62.300000000000004,23.77142857142857,1.48,22.7,99,10.7,6.5,1698.8,10.8,209.4,0.4236
7,67.8,23.214285714285715,1.52,22.8,98,5.6,6.6,1702.6,11.4,210.0,0.4751
7,54.800000000000004,22.985714285714288,1.55,22.6,98,5.8,6.8,1705.7,10.6,210.5,0.4276
7,54.099999999999994,22.985714285714288,1.98,23.9,98,2.3,8.2,1702.0,11.1,210.6,0.437
7,56.0,23.042857142857144,2.71,24.4,99,7.4,11.1,1703.3,10.7,210.4,0.4622
7,76.8,22.74285714285714,2.0,20.2,100,29.6,10.0,1702.1,10.8,208.5,0.4349
7,81.2,22.54285714285714,1.6,21.2,100,19.8,7.6,1701.9,11.2,210.2,0.432
7,122.2,22.12857142857143,1.0,19.8,100,51.7,5.1,1703.4,10.8,210.3,0.4508
7,120.10000000000001,21.928571428571427,1.36,21.4,100,3.5,6.4,1701.6,10.8,211.4,0.4339
7,148.60000000000002,21.87142857142857,2.0,22.2,99,34.3,9.0,1702.4,10.8,210.9,0.4509
7,148.1,21.87142857142857,2.37,23.9,98,1.8,9.8,1702.5,11.5,211.4,0.4527
7,142.7,21.828571428571426,1.75,24.1,98,2.0,7.2,1701.0,10.8,208.8,0.4507
7,117.1,22.314285714285713,1.59,23.6,100,4.0,6.8,1703.5,11.0,208.8,0.4627
7,119.0,22.414285714285715,1.34,21.9,100,21.7,6.2,1701.7,10.9,210.4,0.4392
7,72.39999999999999,22.8,1.94,22.5,100,5.1,8.7,1700.9,11.1,211.4,0.4374
7,86.6,22.657142857142855,1.39,20.4,99,17.7,6.8,1702.8,10.8,209.8,0.4437
7,53.599999999999994,22.771428571428572,1.73,23.0,100,1.3,7.6,1700.7,10.9,209.1,0.4026
7,65.8,22.728571428571428,1.52,23.6,100,14.0,6.5,1702.0,11.1,208.1,0.4482
7,64.7,22.642857142857142,2.63,23.5,100,0.9,11.3,1702.0,10.7,210.4,0.4401
8,68.6,22.72857142857143,2.37,24.2,97,7.9,9.6,1703.6,11.3,209.9,0.4507
8,66.0,22.97142857142857,1.49,23.6,99,19.1,6.3,1702.7,11.4,209.5,0.4316
8,77.4,23.142857142857142,2.23,23.7,99,16.5,9.4,1702.0,11.2,211.1,0.4652
8,84.30000000000001,23.37142857142857,1.61,22.0,99,24.6,7.3,1703.2,11.0,209.9,0.4419
8,91.10000000000001,23.271428571428572,1.58,22.3,99,8.1,7.1,1704.1,10.1,210.0,0.4575
8,91.30000000000001,23.32857142857143,2.19,24.0,100,14.2,9.2,1702.8,11.1,211.1,0.4374
8,100.0,23.37142857142857,2.62,23.8,97,9.6,10.8,1702.0,10.9,212.6,0.452
8,111.69999999999999,23.185714285714283,1.72,22.9,100,19.6,7.6,1700.0,10.9,209.5,0.4217
8,119.8,22.885714285714283,1.32,21.5,98,27.2,6.1,1700.4,10.4,208.9,0.4121
8,108.3,22.771428571428572,1.97,22.9,100,5.0,8.7,1701.5,11.1,208.8,0.4419
8,83.89999999999999,23.228571428571428,2.77,25.2,100,0.2,11.1,1701.1,10.6,210.6,0.4447
8,91.7,23.285714285714285,1.51,22.7,100,15.9,6.7,1701.7,11.0,208.7,0.4436
8,89.5,23.014285714285712,2.06,22.1,99,12.0,9.3,1702.1,11.3,209.6,0.4407
8,85.4,22.914285714285715,2.08,23.1,100,5.5,9.1,1702.8,10.9,209.7,0.439
8,69.9,23.071428571428573,2.88,24.0,98,4.1,11.9,1701.9,11.4,211.9,0.4551
8,43.5,23.47142857142857,2.53,24.3,100,0.8,10.5,1702.7,10.8,211.4,0.4718
8,40.0,23.685714285714287,1.79,24.4,97,1.5,7.2,1702.1,11.2,208.2,0.4838
8,44.7,23.342857142857145,1.87,22.8,98,4.9,8.1,1699.0,10.6,211.9,0.4614
8,42.6,23.228571428571428,1.43,21.9,100,13.8,6.6,1700.6,11.3,208.5,0.4107
8,44.0,22.985714285714288,1.37,20.4,97,13.4,6.6,1701.8,11.3,210.2,0.4608
8,56.300000000000004,22.7,1.66,21.1,98,17.8,7.8,1700.2,11.1,209.0,0.4606
8,54.1,22.442857142857143,1.6,22.2,100,1.9,7.3,1702.9,10.9,209.5,0.4435
8,57.00000000000001,22.27142857142857,2.36,23.1,100,3.7,10.3,1704.3,10.6,208.8,0.4589
8,65.5,21.785714285714285,1.7,21.0,100,10.0,8.2,1703.8,10.9,212.0,0.4504
8,83.8,21.728571428571428,2.35,22.4,100,23.2,10.6,1701.7,11.3,209.8,0.4448
8,87.7,21.82857142857143,2.06,22.6,99,17.7,9.1,1704.2,11.0,210.3,0.4488
8,86.69999999999999,22.199999999999996,2.23,23.0,99,12.4,9.7,1702.2,10.5,208.7,0.4367
8,104.8,22.142857142857142,1.43,20.7,100,35.9,7.0,1701.5,10.7,208.3,0.4174
8,111.3,22.12857142857143,1.73,22.1,100,8.4,7.9,1701.1,11.4,209.5,0.4168
8,114.8,21.814285714285717,1.68,20.9,100,7.2,8.1,1701.5,11.1,210.6,0.4588
8,120.30000000000001,21.885714285714283,1.45,21.5,100,15.5,6.8,1701.4,10.6,209.9,0.4296
9,105.0,21.785714285714285,1.18,21.7,98,7.9,5.4,1702.3,10.5,211.2,0.4221
9,92.5,21.828571428571426,1.6,22.9,98,5.2,6.9,1702.2,10.8,210.1,0.4218
9,85.00000000000001,21.657142857142862,2.2,21.8,100,4.9,10.2,1702.0,10.4,210.0,0.4379
9,50.300000000000004,21.728571428571428,1.57,21.2,99,1.2,7.4,1702.7,11.0,210.6,0.4677
9,43.400000000000006,21.87142857142857,1.99,23.1,99,1.5,8.6,1703.8,11.7,210.1,0.4428
9,39.3,22.24285714285714,1.68,23.5,100,3.1,7.2,1703.4,10.5,211.1,0.4235
9,36.9,22.17142857142857,1.41,21.0,97,13.1,6.6,1699.8,10.9,210.7,0.4672
9,36.300000000000004,22.071428571428573,1.24,21.0,99,7.3,5.9,1698.2,11.4,211.1,0.4499
9,36.5,21.914285714285715,1.26,21.8,99,5.4,5.8,1703.4,11.2,210.9,0.4398
9,43.2,21.785714285714285,1.38,20.9,99,11.6,6.6,1699.9,11.0,211.6,0.4523
9,45.599999999999994,21.914285714285715,1.45,22.1,98,3.6,6.5,1701.7,11.0,211.0,0.4452
9,46.3,21.814285714285717,1.29,22.4,98,2.2,5.7,1700.2,10.7,212.1,0.4342
9,54.0,21.714285714285715,1.7,22.8,98,10.8,7.4,1699.3,10.9,209.4,0.4368
9,47.1,21.942857142857147,1.93,22.6,94,6.2,8.1,1702.8,11.1,211.0,0.4264
9,43.199999999999996,22.47142857142857,2.62,24.7,98,3.4,10.5,1703.1,11.3,208.3,0.438
9,46.3,22.7,1.86,23.4,97,8.5,7.8,1701.1,10.8,211.1,0.459
9,39.300000000000004,22.885714285714283,1.75,22.2,98,4.6,7.8,1698.1,10.9,210.1,0.4585
9,36.900000000000006,22.814285714285713,1.82,21.6,100,1.2,8.5,1701.2,10.7,211.1,0.4424
9,36.7,22.842857142857138,1.86,22.6,100,2.0,8.3,1702.6,11.1,212.0,0.4425
9,33.0,22.742857142857144,1.73,22.1,100,7.1,7.9,1699.8,11.2,211.0,0.4295
9,31.8,22.571428571428573,1.57,21.4,100,5.0,7.4,1702.3,11.2,209.5,0.4509
9,33.3,21.814285714285713,1.46,19.4,100,4.9,7.6,1702.0,10.6,208.7,0.4243
9,30.299999999999997,21.385714285714283,2.33,20.4,98,5.5,11.3,1702.9,11.0,210.6,0.4575
9,27.1,21.47142857142857,1.61,22.8,98,1.4,7.0,1702.2,10.8,209.7,0.4513
9,32.4,21.557142857142857,1.46,22.2,98,6.5,6.5,1700.5,11.3,210.8,0.441
9,36.4,21.38571428571429,1.37,21.4,99,6.0,6.4,1703.8,11.0,209.4,0.4515
9,29.599999999999998,21.571428571428573,1.7,23.4,94,0.3,6.9,1701.8,10.5,208.9,0.4399
9,29.2,21.742857142857144,1.81,22.6,95,4.6,7.7,1702.0,10.9,209.7,0.4478
9,29.2,22.02857142857143,1.69,21.4,99,4.9,7.9,1700.6,11.1,210.6,0.4482
9,28.3,22.24285714285714,1.65,21.9,100,4.6,7.6,1701.3,11.1,210.1,0.4625
10,31.699999999999996,22.199999999999996,1.37,22.5,99,4.8,6.1,1700.7,10.8,209.0,0.4523
10,26.699999999999996,22.285714285714285,1.91,22.8,98,1.5,8.3,1701.7,10.8,212.2,0.4607
10,20.799999999999997,22.5,2.43,22.9,99,0.1,10.6,1704.6,10.7,209.8,0.4509
10,21.5,22.357142857142858,1.82,22.4,100,1.0,8.2,1699.9,10.9,207.3,0.4441
10,18.5,22.3,1.84,22.2,98,1.6,8.2,1699.6,10.7,211.1,0.4527
10,13.9,22.385714285714283,1.66,22.0,100,0.3,7.6,1704.2,11.3,210.0,0.4502
10,9.3,22.32857142857143,1.92,21.5,100,0.0,9.0,1701.7,10.7,209.8,0.4396
10,4.5,22.228571428571428,1.92,21.8,100,0.0,8.9,1701.0,11.0,209.8,0.4239
10,3.0,22.24285714285714,1.93,22.9,100,0.0,8.5,1703.6,11.0,209.8,0.4372
10,2.9,22.257142857142856,1.94,23.0,95,0.0,8.1,1701.1,11.3,212.0,0.4371
10,1.9000000000000001,22.371428571428574,1.88,23.2,94,0.0,7.7,1704.7,11.3,210.6,0.4533
10,0.3,22.628571428571426,2.32,24.0,93,0.0,9.1,1703.0,11.2,210.3,0.444
10,0.0,22.928571428571427,2.61,24.1,84,0.0,9.2,1701.3,11.1,209.7,0.4328
10,0.0,23.4,2.72,24.8,83,0.0,9.2,1705.2,10.7,212.1,0.4425
10,0.0,23.871428571428574,2.6,25.1,84,0.0,8.8,1701.1,10.7,211.0,0.4402
10,0.0,24.12857142857143,2.41,24.7,85,0.0,8.4,1703.1,10.7,211.2,0.4312
10,3.9,23.985714285714288,2.06,22.0,92,3.9,8.7,1702.4,11.2,210.3,0.467
10,105.30000000000001,22.9,1.61,15.6,98,101.4,10.2,1704.0,11.0,211.2,0.4422
10,114.10000000000001,21.95714285714286,1.17,17.4,96,8.8,6.5,1704.3,11.3,210.5,0.4331
10,115.4,21.3,1.34,19.5,98,1.3,6.8,1702.0,11.3,209.6,0.4201
10,115.4,20.62857142857143,1.65,20.1,99,0.0,8.2,1700.9,10.8,210.4,0.4463
10,115.4,19.842857142857145,1.71,19.6,99,0.0,8.7,1702.7,11.0,212.5,0.4528
10,115.4,19.057142857142857,1.44,19.2,100,0.0,7.6,1701.0,11.0,210.2,0.4352
10,111.5,18.342857142857145,1.53,17.0,100,0.0,9.1,1705.0,10.9,211.5,0.4471
10,10.3,18.785714285714285,1.63,18.7,93,0.2,8.2,1702.2,10.8,211.4,0.4286
10,1.8,18.728571428571428,1.31,17.0,95,0.3,7.4,1701.5,11.4,210.7,0.4416
10,1.6,18.457142857142856,1.54,17.6,95,1.1,8.4,1702.3,11.0,212.0,0.4613
10,1.6,18.22857142857143,1.73,18.5,90,0.0,8.5,1700.0,11.0,207.4,0.4415
10,1.6,18.04285714285714,1.6,18.3,93,0.0,8.2,1700.5,10.8,207.8,0.4353
10,1.6,17.97142857142857,1.61,18.7,93,0.0,8.1,1703.8,11.2,212.1,0.4651
10,1.6,17.914285714285715,1.21,16.6,99,0.0,7.3,1701.0,10.7,209.2,0.448
11,1.5000000000000002,17.614285714285717,1.51,16.6,100,0.1,9.2,1700.4,11.1,210.1,0.4375
11,2.5,17.614285714285717,1.51,17.0,88,1.3,7.9,1702.8,11.1,212.1,0.432
11,1.4000000000000001,17.6,1.51,17.5,87,0.0,7.6,1703.8,10.9,210.2,0.4278
11,1.4000000000000001,17.442857142857143,1.54,17.4,85,0.0,7.6,1703.1,11.1,212.0,0.4514
11,1.4000000000000001,17.242857142857144,1.48,16.9,89,0.0,7.9,1703.5,11.1,209.5,0.4565
11,1.4000000000000001,17.057142857142857,1.51,17.4,91,0.0,8.0,1700.9,11.0,210.7,0.445
11,1.4000000000000001,17.071428571428573,1.2,16.7,99,0.0,7.2,1699.9,11.0,210.1,0.442
11,1.3,17.142857142857142,1.54,17.1,100,0.0,9.1,1704.3,11.0,211.8,0.4538
11,0.0,17.17142857142857,1.55,17.2,100,0.0,9.1,1701.5,11.0,209.7,0.4237
11,0.0,17.185714285714287,1.63,17.6,95,0.0,8.9,1701.6,11.0,208.8,0.4461
11,0.0,17.114285714285717,1.32,16.9,95,0.0,7.5,1704.0,10.7,209.4,0.4453
11,0.0,17.17142857142857,1.33,17.3,98,0.0,7.6,1702.8,11.0,209.5,0.4512
11,0.0,17.1,1.44,16.9,100,0.0,8.6,1702.7,11.1,209.2,0.4522
11,0.0,16.885714285714286,1.19,15.2,100,0.0,7.9,1705.2,11.0,209.2,0.4389
11,0.0,16.557142857142857,1.2,14.8,100,0.0,8.2,1701.0,11.3,211.3,0.4728
11,0.0,16.357142857142858,1.28,15.8,94,0.0,7.7,1703.4,11.2,211.7,0.4287
11,0.0,16.02857142857143,1.01,15.3,99,0.0,6.6,1702.1,10.7,210.5,0.4379
11,0.0,15.871428571428572,1.07,15.8,99,0.0,6.8,1702.4,11.0,209.2,0.4579
11,0.0,15.842857142857143,1.69,17.1,100,0.0,10.0,1704.3,10.9,209.3,0.4355
11,0.0,16.057142857142857,1.39,18.4,97,0.0,7.4,1702.8,11.0,207.5,0.4467
11,0.0,16.485714285714288,1.84,18.2,94,0.0,9.6,1702.8,11.0,210.5,0.437
11,0.0,16.900000000000002,1.77,17.7,89,0.0,9.0,1703.6,11.2,209.2,0.4391
11,0.0,16.714285714285715,1.07,14.5,98,0.0,7.3,1701.5,11.1,211.8,0.4256
11,0.0,16.442857142857143,1.07,13.4,99,0.0,8.0,1700.7,11.4,208.3,0.4564
11,0.0,16.2,0.98,14.1,95,0.0,6.7,1700.4,11.1,209.3,0.4567
11,0.0,15.742857142857144,0.96,13.9,99,0.0,6.9,1699.1,10.8,209.9,0.4567
11,0.0,15.114285714285714,0.99,14.0,97,0.0,6.9,1705.1,10.9,210.6,0.4386
11,0.0,14.7,1.42,15.3,96,0.0,9.0,1700.3,11.2,212.2,0.45
11,0.0,14.485714285714284,1.66,16.2,87,0.0,9.0,1701.7,10.5,208.4,0.4749
11,0.0,14.685714285714287,1.34,15.9,99,0.0,8.4,1701.6,10.6,209.6,0.4494
12,0.0,14.714285714285714,1.05,13.6,100,0.0,7.8,1702.5,11.0,208.3,0.4277
12,0.8,14.642857142857142,1.24,13.6,89,0.8,8.2,1703.2,11.3,210.9,0.4322
12,2.5,14.728571428571428,1.51,14.5,95,1.7,10.0,1703.3,11.4,209.2,0.4315
12,2.5,15.142857142857142,1.62,16.9,95,0.0,9.2,1701.1,10.9,209.9,0.4648
12,2.9,15.014285714285716,1.5,14.4,99,0.4,10.4,1701.7,11.3,209.8,0.4509
12,27.799999999999997,14.471428571428572,1.32,12.4,95,24.9,10.2,1702.4,11.0,210.1,0.4214
12,27.799999999999997,14.27142857142857,1.57,14.5,92,0.0,10.1,1701.6,10.5,209.8,0.4645
12,27.799999999999997,14.4,1.47,14.5,91,0.0,9.3,1704.4,11.0,208.8,0.4535
12,26.999999999999996,14.328571428571431,0.98,13.1,97,0.0,7.3,1702.7,10.8,210.1,0.4476
12,25.299999999999997,14.185714285714287,1.14,13.5,97,0.0,8.3,1703.1,11.3,209.0,0.4678
12,25.299999999999997,13.614285714285714,1.08,12.9,95,0.0,8.0,1703.0,11.0,211.0,0.4416
12,24.9,13.314285714285713,0.93,12.3,100,0.0,7.6,1703.8,10.6,210.1,0.4654
12,0.0,12.928571428571429,0.78,9.7,100,0.0,8.1,1702.3,10.6,208.8,0.4119
12,0.0,12.385714285714286,0.7,10.7,100,0.0,6.6,1700.1,11.0,212.9,0.434
12,0.0,11.985714285714286,1.09,11.7,96,0.0,9.0,1702.6,10.3,212.0,0.4569
12,0.0,11.599999999999998,0.87,10.4,93,0.0,7.9,1701.0,10.8,212.9,0.4702
12,0.0,11.085714285714285,1.02,9.9,90,0.0,9.4,1701.2,11.1,209.6,0.4267
12,0.0,10.514285714285716,0.75,8.9,96,0.0,8.2,1702.9,10.7,209.0,0.4387
12,0.0,10.442857142857141,1.18,11.8,85,0.0,8.6,1703.9,11.3,211.0,0.4475
12,0.0,10.571428571428571,0.88,10.6,94,0.0,7.9,1702.0,11.4,211.3,0.4309
12,0.0,10.728571428571428,1.03,11.8,93,0.0,8.2,1702.5,10.7,210.2,0.4411
12,0.0,10.9,1.28,12.9,94,0.0,9.4,1704.6,10.9,207.5,0.4687
12,0.1,10.871428571428572,0.84,10.2,91,0.1,7.6,1702.4,11.3,208.8,0.4295
12,0.1,11.12857142857143,0.98,11.7,92,0.0,7.8,1705.9,11.0,210.5,0.4414
12,0.1,11.471428571428572,1.01,11.3,93,0.0,8.4,1702.8,10.6,209.2,0.4491
12,0.4,11.271428571428572,0.81,10.4,92,0.3,7.2,1699.4,11.0,208.4,0.452
12,0.39999999999999997,11.285714285714286,1.03,10.7,95,0.0,9.2,1703.1,10.7,209.7,0.432
12,0.7,11.028571428571427,0.87,10.0,90,0.3,7.9,1702.6,11.3,206.1,0.4423
12,0.7999999999999999,10.485714285714286,0.71,9.1,96,0.1,7.6,1703.9,11.2,209.3,0.4407
12,0.7,10.4,0.83,9.6,100,0.0,8.7,1703.0,10.9,209.5,0.4496
12,0.7,10.414285714285715,1.23,11.8,94,0.0,9.9,1701.8,11.0,210.4,0.4274
1,0.7,10.442857142857141,0.91,11.5,98,0.0,7.8,1700.2,10.6,210.7,0.4641
1,0.3999999999999999,10.728571428571428,1.08,12.4,100,0.0,8.8,1701.7,10.8,210.5,0.4489
1,0.3999999999999999,11.214285714285714,1.09,14.1,97,0.0,7.6,1700.7,11.5,211.1,0.461
1,2.2,11.585714285714285,1.27,12.6,93,2.1,9.5,1701.1,11.0,209.8,0.4364
1,13.5,11.685714285714285,0.83,9.8,98,11.4,8.4,1702.9,11.3,208.3,0.4267
1,20.2,11.77142857142857,0.88,10.2,98,6.7,8.5,1704.5,11.1,210.1,0.4307
1,21.8,11.542857142857143,1.05,10.2,99,1.6,10.3,1702.6,11.4,208.9,0.4555
1,34.6,11.142857142857142,0.96,8.7,94,12.8,10.5,1700.2,10.4,208.4,0.4384
1,65.5,10.571428571428571,0.83,8.4,99,30.9,9.9,1702.7,10.9,210.7,0.4207
1,99.9,9.814285714285713,0.97,8.8,99,34.4,11.0,1703.8,11.5,208.3,0.4477
1,98.4,9.457142857142857,0.96,10.1,93,0.6,8.9,1701.1,11.3,210.8,0.4402
1,87.4,9.542857142857143,0.89,10.4,100,0.4,8.6,1701.8,11.4,208.4,0.4406
1,80.69999999999999,9.414285714285715,0.7,9.3,100,0.0,7.6,1702.0,11.0,209.7,0.4193
1,79.1,9.342857142857143,0.77,9.7,100,0.0,8.0,1700.8,10.8,209.3,0.4224
1,66.29999999999998,9.685714285714285,1.01,11.1,100,0.0,9.2,1703.0,10.7,211.4,0.4368
1,35.4,10.085714285714285,0.98,11.2,100,0.0,8.8,1701.8,10.7,210.7,0.4311
1,1.0,10.171428571428573,0.72,9.4,100,0.0,7.7,1702.6,11.2,209.0,0.4365
1,0.4,10.342857142857143,1.12,11.3,100,0.0,10.0,1700.7,11.2,209.8,0.4575
1,1.1,10.442857142857141,0.84,11.1,100,1.1,7.6,1701.3,11.0,211.6,0.429
1,6.4,10.342857142857143,0.56,8.6,98,5.3,6.4,1703.1,11.2,211.8,0.4314
1,6.3999999999999995,10.314285714285715,0.88,9.5,100,0.0,9.4,1701.4,11.0,208.4,0.4371
1,10.2,9.528571428571428,0.47,5.6,97,3.8,8.2,1704.6,11.3,211.6,0.4305
1,19.2,8.742857142857144,0.44,5.7,96,9.0,7.5,1701.4,11.3,211.5,0.4418
1,27.0,8.27142857142857,0.46,6.1,99,7.8,7.6,1702.3,10.7,210.2,0.4604
1,27.599999999999998,7.8,0.64,8.0,100,0.6,8.1,1703.4,11.1,209.9,0.4407
1,31.199999999999996,7.257142857142857,0.48,7.3,99,4.7,6.6,1699.9,10.5,209.3,0.4489
1,25.9,7.242857142857143,0.82,8.5,100,0.0,9.7,1699.4,11.0,208.5,0.4102
1,25.9,7.1571428571428575,0.74,8.9,100,0.0,8.4,1699.7,11.2,210.4,0.4462
1,22.1,7.857142857142857,0.78,10.5,100,0.0,7.5,1703.9,10.6,209.8,0.4671
1,13.1,9.057142857142857,1.41,14.1,99,0.0,10.0,1701.2,10.9,210.5,0.4465
1,5.3,9.7,0.83,10.6,100,0.0,7.9,1705.8,11.0,210.6,0.4469
2,4.7,10.071428571428571,1.14,10.6,99,0.0,10.8,1701.2,11.1,213.0,0.4493
2,0.2,10.528571428571428,0.91,10.5,100,0.2,8.8,1702.3,10.9,211.4,0.4685
2,16.7,10.271428571428572,0.81,6.7,100,16.5,12.2,1704.3,10.6,210.7,0.4653
2,35.4,9.700000000000001,0.34,4.9,99,18.7,7.0,1705.0,11.0,207.4,0.4297
2,35.5,9.514285714285714,1.03,9.2,100,0.1,11.3,1705.1,10.5,210.5,0.463
2,35.5,9.1,0.91,11.2,100,0.0,8.2,1703.8,10.9,211.9,0.4656
2,35.5,9.357142857142858,1.19,12.4,100,0.0,9.7,1703.5,10.9,209.5,0.4193
2,35.5,9.614285714285716,1.16,12.4,92,0.0,8.7,1702.9,11.0,212.6,0.4454
2,39.39999999999999,9.028571428571428,0.55,6.4,95,4.1,8.3,1703.2,10.8,210.7,0.4529
2,22.9,9.571428571428571,0.85,10.5,100,0.0,8.2,1701.2,10.5,210.4,0.403
2,4.199999999999999,10.471428571428572,0.98,11.2,100,0.0,8.8,1700.8,10.9,208.8,0.4348
2,4.1,11.114285714285714,1.25,13.7,100,0.0,9.2,1702.0,11.3,211.8,0.4343
2,4.1,11.114285714285714,0.9,11.2,100,0.0,8.1,1701.7,11.4,209.0,0.4353
2,4.1,11.157142857142858,1.09,12.7,100,0.0,8.7,1701.3,11.7,209.3,0.4607
2,4.199999999999999,11.2,1.11,12.7,100,0.1,8.8,1703.0,11.5,207.7,0.4442
2,0.2,12.171428571428569,1.35,13.2,94,0.1,9.7,1703.4,10.6,211.1,0.4513
2,0.2,12.657142857142857,1.52,13.9,95,0.0,10.5,1702.1,10.9,210.7,0.4463
2,0.2,13.042857142857143,1.62,13.9,90,0.0,10.6,1704.2,11.0,210.0,0.482
2,0.7,12.985714285714286,1.68,13.3,93,0.5,11.9,1700.3,11.0,210.9,0.4599
2,0.7,13.042857142857143,1.58,11.6,98,0.0,13.5,1701.7,11.0,210.8,0.4447
