Month,Rain_7d_Sum,Temp_7d_Avg,Fire_Danger_Index,Max_Temperature_C,Max_Humidity_pct,Total_Rainfall_mm,Max_Wind_Speed_kmh,Elevation_m,Slope_deg,Aspect_deg,Baseline_NDVI,Risk_Category,Risk_Level_Numeric
3,42.7,15.742857142857142,2.58,19.0,89,0.0,12.2,1700.2,10.6,211.5,0.4786,Low Risk,0
3,48.7,15.871428571428572,2.07,16.6,93,10.0,11.7,1702.2,11.5,212.8,0.4446,Low Risk,0
3,47.5,16.34285714285714,2.59,18.9,91,0.0,12.6,1704.6,10.8,209.8,0.4493,Low Risk,0
3,34.300000000000004,16.785714285714285,2.07,17.9,89,0.0,10.4,1705.3,11.3,208.9,0.4619,Low Risk,0
3,10.800000000000004,17.885714285714286,1.93,18.5,97,0.0,10.2,1703.0,11.3,211.4,0.444,Low Risk,0
3,10.000000000000004,18.4,1.87,19.5,91,0.0,8.8,1702.8,10.6,208.4,0.4505,Low Risk,0
3,10.000000000000004,18.857142857142858,2.43,21.6,79,0.0,9.0,1699.3,10.7,210.3,0.4573,Low Risk,0
3,35.400000000000006,17.82857142857143,1.42,11.8,92,25.4,11.2,1701.2,10.9,210.4,0.4615,Low Risk,0
4,32.2,17.4,0.97,13.6,96,6.8,6.9,1700.8,10.7,209.9,0.4458,Low Risk,0
4,33.300000000000004,17.02857142857143,2.05,16.3,95,1.1,12.1,1701.1,11.5,209.9,0.4378,Low Risk,0
4,33.300000000000004,17.314285714285713,2.43,19.9,94,0.0,11.6,1701.7,10.9,208.0,0.4481,Low Risk,0
4,33.800000000000004,17.228571428571428,1.83,17.9,81,0.5,8.4,1701.3,11.3,209.0,0.4195,Low Risk,0
4,33.800000000000004,17.157142857142855,2.41,19.0,89,0.0,11.4,1699.0,11.2,211.1,0.4494,Low Risk,0
4,33.800000000000004,16.914285714285715,3.55,19.9,68,0.0,12.3,1703.1,11.1,207.6,0.458,Low Risk,0
4,8.400000000000004,18.285714285714285,2.46,21.4,79,0.0,9.2,1700.4,11.0,209.9,0.4705,Low Risk,0
4,1.6000000000000036,19.428571428571427,2.54,21.6,79,0.0,9.4,1702.4,11.4,209.6,0.4589,High Risk,2
4,0.5000000000000036,20.2,2.37,21.7,84,0.0,9.3,1705.1,10.8,207.6,0.4065,High Risk,2
4,0.5000000000000036,20.428571428571427,2.89,21.5,83,0.0,11.3,1700.6,11.5,212.0,0.4659,High Risk,2
4,0.0,21.27142857142857,3.78,23.8,72,0.0,11.6,1698.2,10.6,208.8,0.467,High Risk,2
4,0.0,21.97142857142857,4.14,23.9,74,0.0,13.0,1701.6,11.2,210.7,0.4312,High Risk,2
4,0.0,22.77142857142857,3.93,25.5,69,0.0,10.8,1703.7,10.6,209.4,0.439,High Risk,2
4,0.0,23.38571428571429,3.48,25.7,67,0.0,9.2,1704.9,10.9,209.0,0.4666,High Risk,2
4,0.0,23.985714285714284,6.32,25.8,66,0.0,16.4,1700.2,11.0,209.7,0.4458,High Risk,2
4,0.0,24.62857142857143,4.31,26.2,64,0.0,10.7,1702.7,10.9,209.6,0.4362,High Risk,2
4,0.0,25.4,5.09,26.9,64,0.0,12.3,1701.3,10.9,209.8,0.4337,High Risk,2
4,0.0,25.842857142857135,4.18,26.9,62,0.0,9.8,1701.8,10.6,209.1,0.4845,High Risk,2
4,0.5000000000000036,25.97142857142857,5.53,24.8,69,0.5,15.6,1706.0,10.7,208.8,0.4568,High Risk,2
4,9.900000000000004,25.300000000000004,2.99,20.8,81,9.4,11.8,1699.7,11.1,211.2,0.4408,Low Risk,0
4,10.300000000000004,24.642857142857142,2.72,21.1,82,0.4,10.7,1702.4,11.0,210.0,0.4664,Low Risk,0
4,10.300000000000004,23.971428571428568,2.5,21.1,74,0.0,8.9,1702.7,10.8,209.9,0.4436,Low Risk,0
4,10.300000000000004,23.2,3.25,20.8,63,0.0,10.0,1703.6,11.4,208.9,0.4632,Low Risk,0
4,10.900000000000004,21.957142857142856,2.44,18.2,81,0.6,11.0,1702.1,10.6,211.9,0.4537,Low Risk,0
4,11.500000000000004,20.914285714285715,2.07,19.6,88,0.6,9.4,1702.5,10.9,209.9,0.4399,Low Risk,0
4,11.800000000000004,20.485714285714288,2.05,21.8,86,0.8,8.2,1701.4,10.8,207.7,0.4525,Low Risk,0
4,4.500000000000004,20.285714285714285,1.96,19.4,79,2.1,8.1,1702.4,11.2,210.3,0.4531,Low Risk,0
4,4.100000000000003,20.442857142857143,2.82,22.2,81,0.0,10.4,1701.5,11.0,209.1,0.457,Low Risk,0
4,9.400000000000002,20.62857142857143,2.8,22.4,83,5.3,10.5,1702.9,11.0,211.1,0.4694,Low Risk,0
4,19.1,20.3,2.33,18.5,96,9.7,12.2,1701.4,10.4,211.2,0.4782,Low Risk,0
5,32.9,19.728571428571428,1.38,14.2,97,14.4,9.5,1702.6,11.3,211.1,0.4512,Low Risk,0
5,43.3,19.185714285714283,1.24,15.8,96,11.0,7.6,1702.0,10.9,209.4,0.4164,Low Risk,0
5,46.6,18.74285714285714,2.17,18.7,94,4.1,11.0,1703.7,11.0,209.9,0.4581,Low Risk,0
5,45.9,18.628571428571423,1.16,18.6,95,1.4,6.0,1701.9,10.8,210.3,0.4411,Low Risk,0
5,48.9,18.12857142857143,1.66,18.7,96,3.0,8.6,1699.3,10.7,211.1,0.4196,Low Risk,0
5,44.1,18.2,2.91,22.9,88,0.5,11.3,1703.9,11.4,208.8,0.4554,Low Risk,0
5,34.400000000000006,18.77142857142857,2.74,22.5,87,0.0,10.7,1700.6,10.5,210.1,0.4516,Low Risk,0
5,20.0,19.97142857142857,3.74,22.6,71,0.0,11.9,1701.0,10.7,212.2,0.4329,Low Risk,0
5,9.000000000000004,20.914285714285715,3.9,22.4,65,0.0,11.5,1701.1,11.4,209.4,0.4272,Low Risk,0
5,4.900000000000004,21.428571428571427,2.86,22.3,70,0.0,9.1,1704.1,11.2,210.0,0.4659,Low Risk,0
5,3.500000000000004,22.314285714285717,3.28,24.8,73,0.0,9.8,1698.8,10.9,213.1,0.4526,Low Risk,0
5,0.5000000000000036,23.357142857142858,3.62,26.0,65,0.0,9.2,1706.7,11.4,209.7,0.4331,High Risk,2
5,0.0,23.942857142857143,3.67,27.0,66,0.0,9.1,1703.6,11.1,208.2,0.4549,High Risk,2
5,0.0,24.41428571428571,5.53,25.8,62,0.0,13.5,1702.3,11.1,209.9,0.4387,High Risk,2
5,1.0000000000000036,24.928571428571427,4.96,26.2,64,1.0,12.3,1701.9,11.1,212.0,0.4532,High Risk,2
5,1.0000000000000036,25.7,5.4,27.8,67,0.0,13.2,1702.4,11.1,211.3,0.4497,High Risk,2
5,1.0000000000000036,26.4,5.21,27.2,70,0.0,13.6,1702.8,11.2,208.8,0.4065,High Risk,2
5,1.2000000000000035,26.428571428571427,4.9,25.0,72,0.2,14.3,1703.0,11.7,210.5,0.4466,High Risk,2
5,1.2000000000000035,26.24285714285714,3.75,24.7,84,0.0,12.9,1702.8,10.9,209.8,0.4425,High Risk,2
5,1.2000000000000035,25.985714285714288,3.97,25.2,77,0.0,12.3,1702.1,11.0,211.0,0.4339,High Risk,2
5,1.2000000000000035,26.22857142857143,4.91,27.5,74,0.0,13.4,1701.7,10.6,209.3,0.426,High Risk,2
5,0.2000000000000035,26.37142857142857,4.36,27.2,67,0.0,10.9,1701.8,11.0,210.6,0.4417,High Risk,2
5,0.9000000000000035,26.2,3.72,26.6,74,0.7,10.5,1701.7,11.6,212.3,0.4397,High Risk,2
5,24.6,25.457142857142856,1.89,22.0,85,23.7,7.4,1703.7,11.3,206.9,0.4548,Low Risk,0
5,43.3,24.785714285714285,2.51,20.3,93,18.9,11.6,1702.9,10.8,210.7,0.4428,Low Risk,0
5,44.4,24.32857142857143,1.61,21.5,91,1.1,6.9,1697.6,11.0,211.6,0.4463,Low Risk,0
5,45.1,24.057142857142853,2.53,23.3,91,0.7,10.0,1703.0,10.6,208.1,0.4499,Low Risk,0
5,45.1,23.628571428571423,2.19,24.5,84,0.0,7.6,1702.3,10.7,209.1,0.438,Low Risk,0
5,50.2,23.27142857142857,2.81,24.7,86,5.1,9.9,1702.0,11.0,209.5,0.4301,Low Risk,0
5,51.9,22.914285714285715,4.31,24.1,89,2.4,16.1,1701.4,10.9,209.1,0.4782,Low Risk,0
5,52.7,22.742857142857144,3.84,20.8,89,24.5,16.6,1703.7,10.7,209.0,0.4438,Low Risk,0
6,37.2,23.214285714285715,2.15,23.6,98,3.4,9.0,1703.4,11.1,209.6,0.4419,Low Risk,0
6,41.6,23.057142857142857,2.37,20.4,86,5.5,10.1,1700.8,11.0,211.0,0.4662,Low Risk,0
6,40.900000000000006,23.071428571428573,2.34,23.4,87,0.0,8.8,1702.6,10.5,211.8,0.4733,Low Risk,0
6,40.900000000000006,23.357142857142858,3.3,26.5,84,0.0,10.6,1700.5,10.4,211.6,0.4667,Low Risk,0
6,37.3,23.285714285714285,2.56,24.2,83,1.5,8.9,1699.9,10.8,211.2,0.4391,Low Risk,0
6,37.400000000000006,23.214285714285715,2.75,23.6,84,2.5,9.9,1701.1,10.5,212.2,0.4502,Low Risk,0
6,13.300000000000004,23.9,3.54,25.6,80,0.4,11.2,1703.3,10.4,212.4,0.4538,Low Risk,0
6,9.900000000000004,24.27142857142857,3.48,26.2,81,0.0,10.9,1703.4,11.3,210.2,0.4786,Low Risk,0
6,4.400000000000004,25.471428571428568,3.47,28.8,72,0.0,8.8,1702.8,11.0,211.7,0.4513,Low Risk,0
6,4.700000000000004,26.228571428571428,3.11,28.7,72,0.3,7.9,1703.1,10.9,210.5,0.452,Low Risk,0
6,5.900000000000004,26.371428571428574,5.12,27.5,79,1.2,14.9,1702.8,10.9,209.7,0.4298,Moderate Risk,1
6,5.600000000000003,26.842857142857145,4.01,27.5,86,1.2,12.7,1701.0,10.7,209.9,0.4262,Low Risk,0
6,3.100000000000003,27.542857142857144,5.67,28.5,88,0.0,17.7,1702.6,11.1,211.2,0.4653,Moderate Risk,1
6,3.100000000000004,27.75714285714286,6.38,27.1,81,0.4,19.3,1703.2,11.0,211.8,0.4502,Moderate Risk,1
6,3.200000000000004,27.885714285714283,5.29,27.1,84,0.1,16.6,1703.1,10.8,210.7,0.4517,Moderate Risk,1
6,4.200000000000004,27.58571428571429,3.64,26.7,93,1.0,12.8,1703.8,10.8,209.5,0.4611,Low Risk,0
6,5.800000000000003,27.4,3.79,27.4,90,1.9,12.6,1703.1,10.6,209.4,0.4578,Low Risk,0
6,10.400000000000002,27.328571428571426,2.67,27.0,89,5.8,8.9,1702.5,10.9,207.8,0.4558,Low Risk,0
6,11.400000000000004,27.2,2.6,26.6,90,2.2,8.9,1703.6,10.9,210.4,0.4545,Low Risk,0
6,17.600000000000005,26.857142857142858,2.16,26.1,92,6.2,7.7,1702.0,10.9,210.4,0.4471,Low Risk,0
6,21.100000000000005,26.642857142857142,2.22,25.6,98,3.9,8.6,1700.7,11.0,208.7,0.4481,Low Risk,0
6,31.1,26.32857142857143,2.54,24.9,97,10.1,10.0,1701.8,11.0,210.6,0.4587,Low Risk,0
6,39.0,25.842857142857135,2.0,23.3,97,8.9,8.4,1700.9,11.1,210.5,0.4309,Low Risk,0
6,38.00000000000001,25.5,2.78,25.0,97,0.9,10.9,1701.0,11.3,208.2,0.4292,Low Risk,0
6,54.4,24.77142857142857,1.31,21.9,98,22.2,5.9,1701.8,11.2,209.6,0.4462,Low Risk,0
6,67.2,24.328571428571426,2.69,23.5,97,15.0,11.2,1700.8,11.3,211.7,0.4472,Low Risk,0
6,62.4,24.042857142857144,2.68,24.1,96,1.4,10.8,1701.5,10.7,209.2,0.4559,Low Risk,0
6,65.0,23.74285714285714,2.08,23.5,96,6.5,8.6,1699.2,10.8,210.0,0.4417,Low Risk,0
6,62.3,23.442857142857143,1.72,22.8,97,7.4,7.4,1702.3,11.2,210.2,0.4333,Low Risk,0
6,68.2,23.528571428571432,2.08,23.9,99,14.8,8.7,1702.0,11.2,210.0,0.454,Low Risk,0
7,84.8,23.457142857142856,2.11,24.5,100,17.5,8.7,1700.8,10.8,210.8,0.4652,Low Risk,0
7,69.10000000000001,23.685714285714287,1.93,23.5,99,6.5,8.2,1703.0,11.2,211.1,0.4505,Low Risk,0
7,59.20000000000001,23.785714285714285,2.04,24.2,100,5.1,8.5,1703.4,10.7,211.5,0.4232,Low Risk,0
7,79.6,23.77142857142857,1.82,24.0,99,21.8,7.6,1699.6,11.1,209.6,0.4491,Low Risk,0
7,85.8,23.828571428571426,2.15,23.9,98,12.7,8.9,1700.9,11.0,210.6,0.416,Low Risk,0
7,87.80000000000001,23.842857142857145,2.01,22.9,98,9.4,8.7,1700.8,10.6,211.0,0.4444,Low Risk,0
7,74.6,23.785714285714285,2.33,23.5,100,1.6,10.0,1700.6,10.9,209.9,0.4149,Low Risk,0
7,78.0,23.52857142857143,1.88,22.7,98,20.9,8.2,1703.2,11.7,209.1,0.4385,Low Risk,0
7,94.0,23.27142857142857,2.06,21.7,98,22.5,9.4,1701.7,11.1,210.2,0.4527,Low Risk,0
7,98.0,23.3,2.17,24.4,99,9.1,8.9,1701.6,11.7,209.3,0.4407,Low Risk,0
7,86.79999999999998,23.214285714285715,2.2,23.4,98,10.6,9.3,1699.0,10.6,209.2,0.4622,Low Risk,0
7,87.0,23.0,2.1,22.4,98,12.9,9.3,1703.0,11.2,210.3,0.4483,Low Risk,0
7,89.6,23.057142857142853,2.15,23.3,100,12.0,9.3,1700.1,10.2,209.8,0.4281,Low Risk,0
7,91.2,23.071428571428573,1.87,23.6,100,3.2,8.0,1702.1,11.0,210.2,0.4585,Low Risk,0
7,92.1,22.97142857142857,1.94,22.0,99,21.8,8.8,1702.4,11.2,208.1,0.4553,Low Risk,0
7,74.2,23.31428571428572,2.63,24.1,99,4.6,10.9,1704.0,11.3,209.8,0.4641,Low Risk,0
7,72.2,23.157142857142865,1.91,23.3,100,7.1,8.3,1700.0,10.8,207.3,0.4556,Low Risk,0
7,72.1,22.785714285714285,1.51,20.8,98,10.5,7.2,1697.5,11.3,208.7,0.452,Low Risk,0
7,64.7,23.057142857142857,2.31,24.3,97,5.5,9.3,1702.3,10.8,209.9,0.4301,Low Risk,0
7,55.5,23.414285714285715,2.32,25.8,98,2.8,8.9,1704.7,11.0,211.5,0.4572,Low Risk,0
7,57.6,23.557142857142857,1.73,24.6,97,5.3,6.9,1703.9,10.9,210.6,0.4428,Low Risk,0
7,38.49999999999999,23.77142857142857,2.09,23.5,98,2.7,8.8,1702.3,10.7,210.1,0.4571,Low Risk,0
7,35.6,23.77142857142857,2.29,24.1,98,1.7,9.4,1701.3,11.5,209.5,0.4785,Low Risk,0
7,32.8,23.85714285714286,1.93,23.9,98,4.3,8.0,1703.2,11.0,209.7,0.4631,Low Risk,0
7,30.4,24.25714285714286,1.93,23.6,98,8.1,8.1,1700.5,11.3,211.6,0.4493,Low Risk,0
7,37.8,23.914285714285715,1.73,21.9,98,12.9,7.8,1702.7,11.3,208.7,0.4461,Low Risk,0
7,51.4,23.557142857142857,2.47,23.3,98,16.4,10.5,1702.8,10.7,209.1,0.4387,Low Risk,0
7,58.8,23.257142857142856,1.45,22.5,98,12.7,6.4,1703.6,11.4,211.3,0.4102,Low Risk,0
7,60.7,23.17142857142857,1.67,22.9,99,4.6,7.3,1706.1,11.2,209.6,0.4457,Low Risk,0
7,68.6,22.971428571428568,1.62,22.7,100,9.6,7.2,1702.6,10.7,212.3,0.4373,Low Risk,0
7,75.39999999999999,22.828571428571426,1.7,22.9,100,11.1,7.5,1701.2,11.1,210.8,0.4498,Low Risk,0
8,73.29999999999998,22.942857142857143,1.72,24.4,100,6.0,7.1,1702.0,10.7,211.4,0.4373,Low Risk,0
8,67.3,23.057142857142853,1.73,22.7,100,6.9,7.7,1699.3,11.5,208.0,0.4483,Low Risk,0
8,60.8,23.285714285714285,1.89,24.9,99,9.9,7.6,1701.0,11.2,211.3,0.4637,Low Risk,0
8,50.49999999999999,23.37142857142857,2.22,23.1,100,2.4,9.7,1701.4,11.0,209.0,0.4474,Low Risk,0
8,54.2,23.32857142857143,1.65,22.6,99,8.3,7.3,1701.2,11.4,210.9,0.4287,Low Risk,0
8,47.7,23.45714285714286,2.73,23.6,100,3.1,11.7,1702.2,10.5,209.6,0.4325,Low Risk,0
8,43.0,23.385714285714283,2.69,22.4,99,6.4,12.0,1700.8,10.8,210.3,0.4554,Low Risk,0
8,44.3,23.11428571428572,2.3,22.5,99,7.3,10.2,1703.7,10.9,208.7,0.4563,Low Risk,0
8,44.9,23.38571428571429,2.48,24.6,99,7.5,10.1,1702.0,11.7,207.9,0.4319,Low Risk,0
8,42.2,22.914285714285715,1.12,21.6,99,7.2,5.2,1702.0,10.7,210.2,0.4446,Low Risk,0
8,46.6,23.1,2.27,24.4,100,6.8,9.4,1701.5,10.5,209.6,0.4586,Low Risk,0
8,50.1,23.01428571428572,2.13,22.0,100,11.8,9.8,1702.2,10.6,208.9,0.4708,Low Risk,0
8,59.1,22.585714285714285,2.0,20.6,100,12.1,9.8,1703.2,11.3,208.0,0.4476,Low Risk,0
8,98.5,22.328571428571426,2.37,20.6,100,45.8,11.6,1700.7,10.8,206.8,0.442,Low Risk,0
8,111.4,22.4,1.47,23.0,99,20.2,6.4,1701.0,11.0,210.6,0.4395,Low Risk,0
8,105.8,22.32857142857143,2.14,24.1,98,1.9,8.8,1701.5,11.2,209.7,0.4471,Low Risk,0
8,100.6,22.7,2.3,24.2,100,2.0,9.6,1700.0,11.0,209.3,0.4658,Low Risk,0
8,107.7,22.62857142857143,1.75,23.9,100,13.9,7.4,1700.8,11.1,210.3,0.4472,Low Risk,0
8,114.6,22.942857142857143,2.27,24.2,99,18.7,9.4,1701.3,11.2,211.2,0.4525,Low Risk,0
8,109.7,23.314285714285717,1.9,23.2,99,7.2,8.2,1703.3,10.9,210.3,0.4237,Low Risk,0
8,70.7,23.685714285714287,2.13,23.2,97,6.8,9.0,1702.4,11.0,209.5,0.4689,Low Risk,0
8,66.3,23.4,1.6,21.0,100,15.8,7.7,1702.3,11.1,212.6,0.4651,Low Risk,0
8,131.9,22.814285714285717,2.53,20.0,100,67.5,12.8,1703.3,11.3,209.2,0.4406,Low Risk,0
8,142.5,22.54285714285714,1.68,22.3,100,12.6,7.6,1701.8,10.8,208.3,0.4434,Low Risk,0
8,134.5,22.557142857142853,2.83,24.0,100,5.9,11.9,1702.6,10.1,210.1,0.4627,Low Risk,0
8,118.4,22.457142857142856,2.94,23.5,99,2.6,12.5,1701.8,11.2,209.7,0.4892,Low Risk,0
8,111.9,22.47142857142857,2.77,23.3,100,0.7,12.0,1702.4,11.3,211.1,0.4197,Low Risk,0
8,107.7,22.457142857142856,2.72,23.1,100,2.6,11.9,1701.1,11.1,209.4,0.4373,Low Risk,0
8,91.9,22.957142857142856,2.01,24.5,100,0.0,8.3,1698.3,11.1,209.8,0.4391,Low Risk,0
8,29.8,23.47142857142857,1.7,23.6,96,5.4,7.0,1701.8,10.8,209.0,0.4606,Low Risk,0
8,19.1,23.742857142857144,1.91,24.2,99,1.9,7.9,1704.1,11.2,211.0,0.4503,Low Risk,0
9,13.9,23.9,3.04,25.1,98,0.7,12.0,1703.4,11.3,210.2,0.4373,Low Risk,0
9,12.4,24.1,3.61,24.9,99,1.1,14.5,1703.4,11.0,209.7,0.4238,Low Risk,0
9,14.5,24.228571428571428,1.89,24.2,100,2.8,7.9,1703.9,11.7,209.8,0.4602,Low Risk,0
9,15.2,24.542857142857144,1.42,25.3,99,3.3,5.6,1702.1,10.5,210.0,0.442,Low Risk,0
9,19.1,24.557142857142857,1.59,24.6,95,3.9,6.2,1702.3,11.0,208.3,0.4276,Low Risk,0
9,14.1,24.9,2.3,26.0,93,0.4,8.3,1701.1,10.6,211.4,0.4348,Low Risk,0
9,17.1,25.02857142857143,1.62,25.1,95,4.9,6.2,1701.5,11.3,211.3,0.4386,Low Risk,0
9,18.0,24.65714285714285,1.34,22.5,98,1.6,5.9,1702.9,10.5,210.0,0.4405,Low Risk,0
9,19.5,24.4,1.41,23.1,97,2.6,6.0,1703.8,10.6,209.9,0.4293,Low Risk,0
9,50.6,23.58571428571429,1.13,18.5,97,33.9,6.0,1701.8,10.8,208.8,0.4295,Low Risk,0
9,50.3,23.37142857142857,1.69,23.8,99,3.0,7.1,1701.3,11.1,212.1,0.4805,Low Risk,0
9,51.3,23.25714285714286,1.93,23.8,100,4.9,8.2,1702.0,10.8,211.8,0.4499,Low Risk,0
9,54.8,22.9,1.86,23.5,99,3.9,7.9,1702.9,10.8,210.5,0.4388,Low Risk,0
9,53.3,22.67142857142857,1.8,23.5,98,3.4,7.6,1699.8,10.9,211.0,0.4507,Low Risk,0
9,53.1,22.742857142857144,1.75,23.0,96,1.4,7.4,1698.6,10.9,211.5,0.4474,Low Risk,0
9,53.3,22.785714285714285,1.63,23.4,98,2.8,6.9,1701.2,11.4,211.2,0.4314,Low Risk,0
9,24.9,23.428571428571427,1.43,23.0,97,5.5,6.1,1700.2,11.2,209.0,0.4163,Low Risk,0
9,28.4,23.228571428571428,1.64,22.4,100,6.5,7.4,1701.2,10.9,209.6,0.437,Low Risk,0
9,24.5,23.11428571428571,1.87,23.0,96,1.0,7.9,1701.8,11.6,210.6,0.4423,Low Risk,0
9,23.9,23.014285714285712,1.8,22.8,98,3.3,7.8,1701.3,11.1,210.2,0.4434,Low Risk,0
9,23.700000000000003,22.814285714285717,1.95,22.1,100,3.2,8.9,1704.2,10.7,210.9,0.4175,Low Risk,0
9,27.8,22.514285714285712,1.59,20.9,99,5.5,7.6,1702.5,11.1,210.8,0.4822,Low Risk,0
9,28.200000000000003,22.128571428571423,1.39,20.7,100,3.2,6.8,1702.5,11.2,210.3,0.481,Low Risk,0
9,23.6,21.985714285714284,1.76,22.0,99,0.9,8.0,1702.9,10.8,206.9,0.4517,Low Risk,0
9,17.6,21.95714285714286,1.78,22.2,100,0.5,8.1,1700.3,10.7,211.4,0.4454,Low Risk,0
9,16.6,21.88571428571429,1.73,22.5,99,0.0,7.7,1703.6,11.0,211.0,0.4365,Low Risk,0
9,13.7,22.014285714285712,1.78,23.7,100,0.4,7.6,1701.9,10.9,212.5,0.4537,Low Risk,0
9,11.0,22.11428571428572,1.88,22.8,96,0.5,8.0,1703.0,11.4,209.4,0.4432,Low Risk,0
9,5.5,22.5,1.78,23.6,96,0.0,7.3,1700.4,11.2,207.8,0.4638,Low Risk,0
9,3.8,22.928571428571427,2.61,23.7,98,1.5,10.9,1699.7,10.8,209.8,0.4587,Low Risk,0
10,6.0,23.01428571428572,2.82,22.6,96,3.1,12.1,1703.2,11.1,210.5,0.4322,Low Risk,0
10,7.6,23.085714285714285,2.04,22.7,97,2.1,8.8,1702.6,11.4,209.5,0.4347,Low Risk,0
10,7.6,23.014285714285712,1.8,22.0,97,0.0,8.0,1700.6,10.6,211.6,0.4595,Low Risk,0
10,7.4,22.842857142857145,1.69,22.5,100,0.2,7.6,1700.7,10.7,209.2,0.4554,Low Risk,0
10,7.0,22.828571428571426,1.96,22.7,100,0.1,8.7,1703.7,11.0,209.9,0.4283,Low Risk,0
10,7.0,22.714285714285715,2.04,22.8,96,0.0,8.7,1700.2,11.0,209.7,0.4381,Low Risk,0
10,5.5,22.5,1.96,22.2,100,0.0,8.9,1704.5,11.0,213.3,0.4427,Low Risk,0
10,2.4000000000000004,22.61428571428571,2.36,23.4,99,0.0,10.1,1700.6,10.9,208.9,0.4444,Low Risk,0
10,0.3000000000000005,22.7,2.64,23.3,96,0.0,11.0,1703.0,10.9,210.7,0.4439,High Risk,2
10,0.3000000000000005,22.7,2.59,22.0,94,0.0,11.2,1701.5,11.1,208.6,0.4585,High Risk,2
10,0.1000000000000004,22.714285714285715,2.66,22.6,89,0.0,10.6,1702.9,11.3,210.4,0.4472,High Risk,2
10,0.0,22.58571428571429,2.04,21.8,95,0.0,9.0,1701.2,10.9,208.9,0.4462,High Risk,2
10,0.0,22.37142857142857,1.79,21.3,99,0.0,8.4,1701.8,11.7,211.3,0.4336,High Risk,2
10,0.0,22.342857142857145,2.6,22.0,97,0.0,11.6,1702.1,11.6,211.1,0.4475,High Risk,2
10,1.9000000000000004,21.985714285714288,1.76,20.9,99,1.9,8.4,1700.5,11.4,210.3,0.4446,High Risk,2
10,9.1,21.27142857142857,3.82,18.3,89,7.2,18.8,1703.1,11.2,208.3,0.4378,Low Risk,0
10,9.9,20.77142857142857,1.71,18.5,91,0.8,8.5,1701.2,11.6,209.9,0.4277,Low Risk,0
10,9.9,20.27142857142857,1.71,19.1,87,0.0,7.9,1701.7,10.9,209.6,0.4642,Low Risk,0
10,9.9,19.81428571428572,1.72,18.6,92,0.0,8.6,1700.5,10.8,211.0,0.4717,Low Risk,0
10,9.9,19.485714285714288,1.64,19.0,94,0.0,8.2,1698.2,10.8,208.9,0.4487,Low Risk,0
10,9.9,19.071428571428573,1.67,19.1,95,0.0,8.4,1701.7,10.7,211.4,0.4665,Low Risk,0
10,8.1,18.87142857142857,1.62,19.5,95,0.1,8.0,1705.6,11.0,211.2,0.4484,Low Risk,0
10,0.9000000000000009,19.08571428571429,1.83,19.8,91,0.0,8.5,1703.2,11.1,208.4,0.4242,High Risk,2
10,0.1000000000000009,19.32857142857143,1.91,20.2,88,0.0,8.4,1702.0,11.1,209.7,0.4495,High Risk,2
10,0.1000000000000009,19.514285714285712,2.81,20.4,89,0.0,12.4,1701.6,11.0,209.9,0.4399,High Risk,2
10,0.1000000000000009,19.77142857142857,1.67,20.4,92,0.0,7.6,1702.0,11.0,211.2,0.4521,High Risk,2
10,0.1000000000000009,19.842857142857145,1.73,19.5,95,0.0,8.5,1702.8,11.5,209.2,0.4686,High Risk,2
10,0.1000000000000009,19.785714285714285,1.78,18.7,98,0.0,9.4,1700.2,11.2,210.2,0.4374,High Risk,2
10,0.0,19.728571428571428,1.69,19.1,93,0.0,8.3,1703.7,11.3,211.3,0.4508,High Risk,2
10,0.0,19.7,1.58,19.6,97,0.0,7.9,1703.1,11.1,210.3,0.4579,High Risk,2
10,0.0,19.585714285714285,1.72,19.4,95,0.0,8.5,1703.1,10.5,207.8,0.4653,High Risk,2
11,0.0,19.61428571428572,1.75,20.6,98,0.0,8.4,1702.7,10.5,209.4,0.4598,High Risk,2
11,0.0,19.428571428571427,1.62,19.1,98,0.0,8.4,1702.0,11.6,211.1,0.4283,High Risk,2
11,0.0,19.24285714285714,1.94,18.2,93,0.0,10.0,1703.0,10.8,210.9,0.4283,High Risk,2
11,0.0,19.27142857142857,2.15,18.9,93,0.0,10.7,1702.9,10.8,207.3,0.4565,High Risk,2
11,0.0,19.11428571428572,1.82,18.0,95,0.0,9.7,1701.5,11.1,210.2,0.4392,High Risk,2
11,0.0,18.81428571428572,1.54,17.5,98,0.0,8.7,1701.1,11.2,211.1,0.4302,High Risk,2
11,0.0,18.557142857142857,1.6,17.6,100,0.0,9.2,1702.2,11.2,210.6,0.4628,High Risk,2
11,0.1000000000000009,18.242857142857144,1.61,18.4,94,0.1,8.3,1704.3,11.5,210.8,0.4395,High Risk,2
11,0.3000000000000009,18.1,1.65,18.1,92,0.2,8.5,1700.1,11.5,212.5,0.4695,High Risk,2
11,5.6000000000000005,17.9,1.54,16.8,94,5.3,8.7,1699.8,10.8,209.9,0.4384,Low Risk,0
11,5.7,17.385714285714286,1.47,15.3,94,0.1,9.1,1702.2,11.3,210.4,0.4338,Low Risk,0
11,5.7,17.285714285714285,1.42,17.3,95,0.0,7.9,1702.1,10.9,208.9,0.444,Low Risk,0
11,5.7,17.185714285714287,1.22,16.8,97,0.0,7.1,1702.3,11.0,209.2,0.4564,Low Risk,0
11,5.7,17.12857142857143,1.41,17.2,99,0.0,8.2,1702.4,10.7,209.6,0.4494,Low Risk,0
