Elevation_m,Slope_deg,Baseline_NDVI,Rainfall_Day_0_mm,Rainfall_Antecedent_3D_mm,Rainfall_Antecedent_7D_mm,Rainfall_Antecedent_15D_mm,Soil_Moisture_Surface,Soil_Moisture_Deep,Month_Sin,Month_Cos,Aspect_Sin,Aspect_Cos,Soil_Moisture_Gradient,Rain_Slope_Interaction,Total_15D_Water_Load
3200.536132,36.73141605,0.472434363,0.6,22.8,25.4,95.2,0.356,0.358,0.866025404,0.5,0.596148017,-0.80287455,-0.002,22.03884963,95.8
3201.192317,34.05465039,0.421780012,0,8.5,24.2,95.8,0.354,0.357,0.866025404,0.5,0.80057036,-0.599238767,-0.003,0,95.8
3201.820752,36.21703389,0.468950797,1.3,1.9,23.6,95.3,0.353,0.355,0.866025404,0.5,0.59216927,-0.805813599,-0.002,47.08214406,96.6
3198.561856,36.37058565,0.455724137,3.8,1.9,24.8,86.4,0.353,0.355,0.866025404,0.5,0.728947589,-0.684569509,-0.002,138.2082255,90.2
3200.173745,34.4797731,0.445859236,0.2,5.1,28.5,68.5,0.352,0.354,0.866025404,0.5,0.795304929,-0.606209593,-0.002,6.895954621,68.7
3197.735702,38.29807128,0.439110782,1.7,5.3,13.8,62.2,0.352,0.354,0.866025404,0.5,0.773676772,-0.633580502,-0.002,65.10672118,63.9
3204.839901,36.4733928,0.457684826,2,5.7,8.9,60.9,0.352,0.353,0.866025404,0.5,0.74616705,-0.665758765,-0.001,72.94678559,62.9
3196.872881,34.61308576,0.435052947,1.5,3.9,9.6,50.4,0.35,0.353,0.866025404,0.5,0.674706953,-0.738085719,-0.003,51.91962864,51.9
3196.506572,37.66719892,0.457467183,2.2,5.2,10.5,36.5,0.349,0.352,0.866025404,0.5,0.665584179,-0.746322786,-0.003,82.86783761,38.7
3197.688223,35.03518852,0.459009509,3.9,5.7,12.7,36.9,0.35,0.351,1,6.12E-17,0.78409088,-0.620646028,-0.001,136.6372352,40.8
3204.200543,37.14954689,0.425622683,3,7.6,15.3,40.2,0.35,0.351,1,6.12E-17,0.788566573,-0.614949396,-0.001,111.4486407,43.2
3201.588561,36.64187235,0.432907734,1.5,9.1,14.5,43.1,0.348,0.35,1,6.12E-17,0.611997648,-0.790859582,-0.002,54.96280853,44.6
3199.559275,34.29841473,0.428765998,1.7,8.4,15.8,44.5,0.352,0.35,1,6.12E-17,0.730847754,-0.682540519,0.002,58.30730505,46.2
3204.253954,33.97237789,0.463282116,3,6.2,15.8,31.3,0.376,0.352,1,6.12E-17,0.75264419,-0.658427463,0.024,101.9171337,34.3
3204.001472,36.53755914,0.422270625,0,6.2,16.8,27.7,0.391,0.364,1,6.12E-17,0.68807068,-0.725643673,0.027,0,27.7
3199.015925,36.84150993,0.418622849,0.1,4.7,15.3,26.4,0.394,0.378,1,6.12E-17,0.707378243,-0.706835215,0.016,3.684150993,26.5
3200.63641,34.15528989,0.431912253,0,3.1,13.2,25.9,0.399,0.392,1,6.12E-17,0.617189537,-0.786814511,0.007,0,25.9
3204.05374,34.36358084,0.436304218,14.4,0.1,9.3,25.9,0.408,0.399,1,6.12E-17,0.796850933,-0.604175961,0.009,494.835564,40.3
3198.193987,33.75045174,0.440574683,21.9,14.5,20.7,39,0.423,0.415,1,6.12E-17,0.73100175,-0.682375587,0.008,739.1348932,60.9
3199.075372,34.17249289,0.455672423,0,36.3,41.1,57.1,0.408,0.408,1,6.12E-17,0.788115648,-0.615527193,0,0,57.1
3202.930146,36.44038463,0.434497504,0,36.3,39.4,56.9,0.4,0.401,1,6.12E-17,0.807662468,-0.589645094,-0.001,0,56.9
3201.986388,34.50317867,0.467067866,0,21.9,36.4,55.2,0.394,0.396,1,6.12E-17,0.768666078,-0.639650264,-0.002,0,55.2
3195.486504,34.94330737,0.463194421,0,0,36.4,53.2,0.389,0.391,1,6.12E-17,0.815606714,-0.578606679,-0.002,0,53.2
3196.173764,36.27625395,0.438338986,0.1,0,36.3,51.7,0.386,0.387,1,6.12E-17,0.694014963,-0.719960576,-0.001,3.627625395,51.8
3203.462639,35.57072168,0.467115287,4.2,0.1,36.4,49.6,0.392,0.386,1,6.12E-17,0.628901125,-0.777485289,0.006,149.397031,53.8
3195.297387,37.72611814,0.460760025,5.4,4.3,26.2,49.9,0.394,0.388,1,6.12E-17,0.765551959,-0.643374074,0.006,203.721038,55.3
3204.199292,36.3553058,0.460377025,14,9.7,9.7,52.3,0.4,0.391,1,6.12E-17,0.686356535,-0.727265224,0.009,508.9742812,66.3
3197.717528,34.16032593,0.460457806,7.7,23.6,23.7,64.8,0.403,0.396,1,6.12E-17,0.802861065,-0.596166176,0.007,263.0345097,72.5
3200.983792,35.42160055,0.429032865,5.1,27.1,31.4,70.8,0.406,0.399,1,6.12E-17,0.780473666,-0.625188656,0.007,180.6501628,75.9
3200.645809,34.79381736,0.421741648,3.4,26.8,36.5,72.9,0.41,0.404,1,6.12E-17,0.675370719,-0.737478401,0.006,118.298979,76.3
3198.962538,34.79492181,0.453092429,1.7,16.2,39.9,76.3,0.413,0.41,1,6.12E-17,0.610299237,-0.792170967,0.003,59.15136708,78
3195.314369,34.78233982,0.449479988,1.3,10.2,41.5,77.9,0.414,0.413,1,6.12E-17,0.825304737,-0.564687605,0.001,45.21704176,79.2
3196.924713,35.59189204,0.45450341,0.2,6.4,38.6,79.2,0.413,0.414,1,6.12E-17,0.683847881,-0.729624612,-0.001,7.118378408,79.4
3201.149735,34.16032655,0.443281597,0.6,3.2,33.4,65,0.413,0.414,1,6.12E-17,0.667938079,-0.744216852,-0.001,20.49619593,65.6
3199.463728,34.7619593,0.421286158,0.5,2.1,20,43.7,0.411,0.413,1,6.12E-17,0.695290509,-0.718728815,-0.002,17.38097965,44.2
3199.13837,37.00733251,0.463365997,0,1.3,12.8,44.2,0.409,0.412,1,6.12E-17,0.736682807,-0.676238451,-0.003,0,44.2
3195.977029,37.63720654,0.472867544,0,1.1,7.7,44.2,0.407,0.411,1,6.12E-17,0.591157338,-0.806556261,-0.004,0,44.2
3198.471274,33.568776,0.458862232,0,0.5,4.3,44.2,0.406,0.41,1,6.12E-17,0.772121329,-0.63547514,-0.004,0,44.2
3200.264306,33.91728088,0.438579984,0,0,2.6,44.2,0.404,0.409,1,6.12E-17,0.727432592,-0.686179149,-0.005,0,44.2
3195.776927,37.77523621,0.459491002,0,0,1.3,44.1,0.403,0.408,0.866025404,-0.5,0.675920498,-0.736974546,-0.005,0,44.1
3195.666958,34.57327052,0.425701015,0.1,0,1.1,39.9,0.401,0.407,0.866025404,-0.5,0.829026468,-0.559209367,-0.006,3.457327052,40
3199.915534,35.06088036,0.473943832,0,0.1,0.6,34.6,0.401,0.406,0.866025404,-0.5,0.752147156,-0.658995186,-0.005,0,34.6
3200.612522,35.18543925,0.456886915,0,0.1,0.1,20.6,0.4,0.405,0.866025404,-0.5,0.744784049,-0.667305567,-0.005,0,20.6
3197.576415,37.82938171,0.45526727,0.3,0.1,0.1,12.9,0.4,0.404,0.866025404,-0.5,0.82697135,-0.562244063,-0.004,11.34881451,13.2
3198.257663,34.3137875,0.439043388,2.3,0.3,0.4,8.1,0.401,0.404,0.866025404,-0.5,0.823896397,-0.56674044,-0.003,78.92171126,10.4
3202.968704,37.56269639,0.461775333,0.2,2.6,2.7,7,0.402,0.404,0.866025404,-0.5,0.59100448,-0.806668274,-0.002,7.512539279,7.2
3203.69236,35.83845747,0.462723949,4.2,2.8,2.9,5.5,0.403,0.404,0.866025404,-0.5,0.807173278,-0.590314576,-0.001,150.5215214,9.7
3198.252287,37.41583742,0.451412462,1.4,6.7,7.1,8.4,0.405,0.405,0.866025404,-0.5,0.780161425,-0.625578254,0,52.38217239,9.8
3198.557146,36.94026314,0.473300961,6.8,5.8,8.4,9.6,0.41,0.405,0.866025404,-0.5,0.801019004,-0.59863892,0.005,251.1937894,16.4
3203.303266,37.16050022,0.446674221,5.4,12.4,15.2,15.8,0.413,0.408,0.866025404,-0.5,0.716014439,-0.69808547,0.005,200.6667012,21.2
3204.738345,34.06923335,0.437027028,1.9,13.6,20.6,20.7,0.41,0.409,0.866025404,-0.5,0.659727016,-0.751505333,0.001,64.73154336,22.6
3198.205932,35.04388929,0.425107764,0,14.1,22.2,22.6,0.406,0.408,0.866025404,-0.5,0.813714492,-0.581264764,-0.002,0,22.6
3202.887266,34.6358067,0.446409899,0.3,7.3,19.9,22.6,0.403,0.406,0.866025404,-0.5,0.698165932,-0.715935982,-0.003,10.39074201,22.9
3199.796924,34.12960787,0.424146106,1.8,2.2,20,22.9,0.4,0.403,0.866025404,-0.5,0.754016047,-0.656855997,-0.003,61.43329417,24.7
3197.63728,36.69617138,0.448365294,2.9,2.1,17.6,24.7,0.398,0.4,0.866025404,-0.5,0.72162531,-0.692283838,-0.002,106.418897,27.6
3201.817852,36.97565824,0.445263278,4.6,5,19.1,27.6,0.397,0.396,0.866025404,-0.5,0.773623613,-0.63364541,0.001,170.0880279,32.2
3199.625504,34.20740335,0.458803266,5.4,9.3,16.9,32.1,0.398,0.394,0.866025404,-0.5,0.62559058,-0.780151541,0.004,184.7199781,37.5
3197.681624,37.34254221,0.472203287,9.5,12.9,16.9,37.5,0.404,0.395,0.866025404,-0.5,0.730790046,-0.682602307,0.009,354.754151,47
3196.072296,34.93413303,0.444860957,5.4,19.5,24.5,47,0.401,0.397,0.866025404,-0.5,0.79642218,-0.604741029,0.004,188.6443184,52.4
3203.669544,35.38398261,0.435184117,6.7,20.3,29.9,52.1,0.401,0.397,0.866025404,-0.5,0.644973908,-0.764204592,0.004,237.0726835,58.8
3203.786678,38.46627304,0.418007247,6.9,21.6,36.3,56.5,0.4,0.397,0.866025404,-0.5,0.655577217,-0.755128143,0.003,265.417284,63.4
3195.749618,34.45992677,0.422502858,6.5,19,41.4,63.2,0.4,0.397,0.866025404,-0.5,0.722988891,-0.690859656,0.003,223.989524,69.7
3201.633954,34.09060369,0.433932459,7.6,20.1,45,65.5,0.402,0.399,0.866025404,-0.5,0.663490935,-0.748184322,0.003,259.088588,73.1
3196.625774,34.84254645,0.44369476,3,21,48,71.7,0.392,0.395,0.866025404,-0.5,0.694135876,-0.719844001,-0.003,104.5276393,74.7
3201.463201,38.15902635,0.418388802,2.6,17.1,45.6,67.9,0.386,0.39,0.866025404,-0.5,0.795508195,-0.605942829,-0.004,99.21346851,70.5
3204.076172,34.10024999,0.464565362,3.9,13.2,38.7,65.1,0.384,0.386,0.866025404,-0.5,0.587980672,-0.808874978,-0.002,132.990975,69
3197.602147,36.57971979,0.424358258,10.6,9.5,37.2,67.1,0.391,0.386,0.866025404,-0.5,0.650149562,-0.759806256,0.005,387.7450298,77.7
3198.479292,37.46541332,0.435235977,2.7,17.1,41.1,77.7,0.392,0.389,0.866025404,-0.5,0.677787938,-0.735257446,0.003,101.156616,80.4
3202.9513,38.11185222,0.431650208,2.4,17.2,36.9,80.1,0.386,0.387,0.866025404,-0.5,0.634424355,-0.772984954,-0.001,91.46844532,82.5
3202.353738,35.8901576,0.470780041,1,15.7,32.8,80.7,0.382,0.383,0.866025404,-0.5,0.607898259,-0.794014929,-0.001,35.8901576,81.7
3199.086553,35.78845103,0.448128288,1.5,6.1,26.2,78.8,0.377,0.379,0.5,-0.866025404,0.700214553,-0.713932475,-0.002,53.68267654,80.3
3203.485481,37.63804142,0.423863628,6.3,4.9,24.7,75.7,0.379,0.376,0.5,-0.866025404,0.697558286,-0.716528044,0.003,237.1196609,82
3204.205855,34.47919279,0.424647245,24.7,8.8,28.4,76.6,0.416,0.396,0.5,-0.866025404,0.824425901,-0.565969906,0.02,851.6360619,101.3
3199.526436,35.81078972,0.474620527,18,32.5,49.2,91.8,0.424,0.421,0.5,-0.866025404,0.739655203,-0.672986019,0.003,644.594215,109.8
3195.394516,36.68866279,0.443813877,0.9,49,56.6,104.4,0.408,0.41,0.5,-0.866025404,0.717222419,-0.696844317,-0.002,33.01979651,105.3
3200.0944,37.00046595,0.44925844,0,43.6,54.8,98.6,0.393,0.399,0.5,-0.866025404,0.780603105,-0.625027034,-0.006,0,98.6
3202.396825,34.0592296,0.458601113,0.1,18.9,52.4,91.7,0.382,0.39,0.5,-0.866025404,0.752518466,-0.65857115,-0.008,3.40592296,91.8
3197.200357,37.83581239,0.45448112,0,1,51.5,85.3,0.371,0.381,0.5,-0.866025404,0.750965132,-0.660341859,-0.01,0,85.3
3195.994303,37.59123841,0.419794883,0.2,0.1,50,77.7,0.364,0.373,0.5,-0.866025404,0.750610513,-0.660744926,-0.009,7.518247682,77.9
3197.852146,35.08524611,0.428800905,0.6,0.3,43.9,74.9,0.361,0.368,0.5,-0.866025404,0.600201089,-0.799849144,-0.007,21.05114767,75.5
3195.115869,35.8819054,0.446445035,0.9,0.8,19.8,72.9,0.357,0.364,0.5,-0.866025404,0.697784536,-0.716307715,-0.007,32.29371486,73.8
3202.154717,35.42020328,0.446623546,0.9,1.7,2.7,69.9,0.354,0.36,0.5,-0.866025404,0.762919392,-0.646493621,-0.006,31.87818295,70.8
3196.460684,38.40549339,0.438429418,0.2,2.4,2.7,60.2,0.35,0.356,0.5,-0.866025404,0.764987143,-0.644045551,-0.006,7.681098678,60.4
3202.23649,36.4199587,0.457949279,1.9,2,2.9,57.7,0.35,0.353,0.5,-0.866025404,0.630167585,-0.776459152,-0.003,69.19792152,59.6
3197.34548,34.8523236,0.433828581,1.6,3,4.7,57.2,0.354,0.351,0.5,-0.866025404,0.684106429,-0.7293822,0.003,55.76371776,58.8
3204.920621,37.22973606,0.438158018,2.6,3.7,6.3,57.8,0.361,0.352,0.5,-0.866025404,0.629035789,-0.777376342,0.009,96.79731376,60.4
3200.317954,37.60820557,0.472940096,2.8,6.1,8.7,58.9,0.368,0.355,0.5,-0.866025404,0.683616307,-0.729841589,0.013,105.3029756,61.7
3195.413389,37.13064479,0.417114156,0,7,10.9,55.4,0.367,0.358,0.5,-0.866025404,0.611601466,-0.791166005,0.009,0,55.4
3202.726789,33.91760514,0.43593684,0,5.4,10,30.7,0.355,0.355,0.5,-0.866025404,0.7426192,-0.669713912,0,0,30.7
3199.100902,34.93867824,0.439041455,2.5,2.8,9.1,12.7,0.351,0.352,0.5,-0.866025404,0.631359487,-0.775490296,-0.001,87.34669559,15.2
3201.073213,35.31218284,0.42750702,0.7,2.5,11.4,14.3,0.353,0.35,0.5,-0.866025404,0.793158618,-0.609015112,0.003,24.71852799,15
3204.512132,34.58437133,0.45252512,1.4,3.2,10.2,15,0.353,0.348,0.5,-0.866025404,0.67701592,-0.735968372,0.005,48.41811987,16.4
3200.172698,35.90674158,0.432027056,2.5,4.6,10,16.3,0.36,0.349,0.5,-0.866025404,0.751548091,-0.659678305,0.011,89.76685396,18.8
3203.043764,35.09749094,0.43384004,0.8,4.6,9.9,18.8,0.354,0.349,0.5,-0.866025404,0.713256075,-0.700903539,0.005,28.07799275,19.6
3198.027928,33.68230825,0.415272916,3.6,4.7,7.9,19.4,0.356,0.348,0.5,-0.866025404,0.659596885,-0.751619551,0.008,121.2563097,23
3202.14521,36.76024974,0.433487643,3.5,6.9,11.5,22.4,0.362,0.35,0.5,-0.866025404,0.703529715,-0.710665843,0.012,128.6608741,25.9
3195.99323,35.67983737,0.470488124,14.8,7.9,15,25,0.392,0.361,0.5,-0.866025404,0.661311576,-0.750111325,0.031,528.0615931,39.8
3203.933491,33.64054671,0.46612461,9.1,21.9,27.3,38.9,0.397,0.379,0.5,-0.866025404,0.821833351,-0.569727955,0.018,306.1289751,48
3196.997474,38.16449309,0.451175315,5.8,27.4,35.7,47.8,0.395,0.386,0.5,-0.866025404,0.743213848,-0.669053941,0.009,221.3540599,53.6
3198.019295,36.75518006,0.443849611,6,29.7,40.1,51.7,0.395,0.387,0.5,-0.866025404,0.600647027,-0.799514321,0.008,220.5310803,57.7
3204.582119,33.86972901,0.435709955,3.2,20.9,43.6,56.1,0.389,0.387,1.22E-16,-1,0.652963585,-0.757389304,0.002,108.3831328,59.3
3196.552136,37.94698378,0.445504443,12.8,15,46,56.7,0.403,0.39,1.22E-16,-1,0.723425946,-0.690401985,0.013,485.7213924,69.5
3197.544098,35.60430579,0.415160133,14.6,22,55.2,66.7,0.411,0.401,1.22E-16,-1,0.666897904,-0.745149103,0.01,519.8228645,81.3
3200.801793,34.69802272,0.462853284,5.8,30.6,66.3,81.3,0.403,0.399,1.22E-16,-1,0.823736506,-0.566972811,0.004,201.2485318,87.1
3204.80694,33.73003468,0.427642739,7.9,33.2,57.3,87.1,0.401,0.396,1.22E-16,-1,0.767702693,-0.640806191,0.005,266.4672739,95
3201.914195,37.22411038,0.440409664,6.9,28.3,56.1,92.5,0.401,0.396,1.22E-16,-1,0.614818968,-0.788668268,0.005,256.8463616,99.4
3196.141901,38.34660537,0.468422171,13,20.6,57.2,98.7,0.408,0.399,1.22E-16,-1,0.720214349,-0.693751607,0.009,498.5058697,111.7
3202.481172,34.42656772,0.415191161,20.6,27.8,64.2,110.3,0.419,0.412,1.22E-16,-1,0.601077106,-0.799191036,0.007,709.187295,130.9
3199.262155,35.58457339,0.437032311,53.8,40.5,81.6,128.4,0.424,0.419,1.22E-16,-1,0.773841392,-0.633379428,0.005,1914.450048,182.2
3204.923289,34.68755017,0.428082228,8.8,87.4,122.6,181.4,0.421,0.421,1.22E-16,-1,0.633542095,-0.773708223,0,305.2504415,190.2
3201.287171,36.36234984,0.473885053,7.9,83.2,116.8,186.6,0.417,0.417,1.22E-16,-1,0.825198864,-0.564842309,0,287.2625637,194.5
3200.319559,37.85648287,0.453629401,13.7,70.5,118.9,191,0.421,0.419,1.22E-16,-1,0.828270567,-0.560328357,0.002,518.6338154,204.7
3200.572652,34.153487,0.464888781,15.6,30.4,124.7,189.9,0.424,0.423,1.22E-16,-1,0.801401643,-0.598126581,0.001,532.7943972,205.5
3201.415618,34.99105053,0.459844113,2.7,37.2,133.4,196.4,0.411,0.415,1.22E-16,-1,0.77460723,-0.632442598,-0.004,94.47583642,199.1
3202.318293,34.32329611,0.41966253,3.5,32,123.1,193.3,0.402,0.407,1.22E-16,-1,0.82062919,-0.571461052,-0.005,120.1315364,196.8
3195.783218,34.64337137,0.46743008,4.2,21.8,106,190.8,0.398,0.401,1.22E-16,-1,0.78555595,-0.618790635,-0.003,145.5021597,195
3196.306695,34.14964876,0.429739879,10.1,10.4,56.4,191.8,0.405,0.401,1.22E-16,-1,0.623074458,-0.782162528,0.004,344.9114525,201.9
3198.004777,36.67315765,0.456907674,20.8,17.8,57.7,189.1,0.419,0.414,1.22E-16,-1,0.61140619,-0.791316922,0.005,762.8016791,209.9
3199.779543,33.71750179,0.459552219,33.5,35.1,70.6,195.3,0.427,0.426,1.22E-16,-1,0.805224425,-0.592970173,0.001,1129.53631,228.8
3198.110674,37.14490832,0.472376044,24.9,64.4,90.4,223,0.426,0.426,1.22E-16,-1,0.762581058,-0.646892673,0,924.9082173,247.9
3197.138381,34.21062304,0.432635479,14.2,79.2,99.7,240,0.424,0.425,1.22E-16,-1,0.692202108,-0.721703708,-0.001,485.7908471,254.2
3204.250297,34.83339089,0.464133393,8.6,72.6,111.2,247.3,0.42,0.421,1.22E-16,-1,0.679198722,-0.733954423,-0.001,299.5671617,255.9
3195.326005,35.2264025,0.449219457,17.5,47.7,116.3,242.9,0.425,0.424,1.22E-16,-1,0.823574002,-0.567208836,0.001,616.4620438,260.4
3204.386982,35.40526192,0.470030779,34.3,40.3,129.6,239.8,0.427,0.427,1.22E-16,-1,0.612329567,-0.790602619,0,1214.400484,274.1
3204.072423,34.36461979,0.439966814,58.2,60.4,153.8,220.3,0.427,0.428,1.22E-16,-1,0.736770642,-0.676142752,-0.001,2000.020872,278.5
3201.837817,35.94406298,0.456373687,68.9,110,191.2,269.7,0.427,0.428,1.22E-16,-1,0.733442018,-0.679752019,-0.001,2476.545939,338.6
3195.325346,37.97382945,0.425944706,19.3,161.4,226.6,330.7,0.425,0.425,1.22E-16,-1,0.811974757,-0.583692551,0,732.8949084,350
3197.253556,35.79363051,0.468808122,19.2,146.4,221,336.3,0.425,0.426,1.22E-16,-1,0.713225739,-0.700934409,-0.001,687.2377059,355.5
3204.791006,33.6392668,0.473395626,12.7,107.4,226,339.9,0.423,0.423,1.22E-16,-1,0.697779423,-0.716312695,0,427.2186884,352.6
3204.059504,35.31700859,0.432285643,4.3,51.2,230.1,349.9,0.416,0.418,1.22E-16,-1,0.729672188,-0.683797118,-0.002,151.8631369,354.2
3204.64572,35.5157113,0.468893264,9.5,36.2,216.9,350.7,0.417,0.416,1.22E-16,-1,0.619048365,-0.785352865,0.001,337.3992573,360.2
3204.961232,34.91672824,0.417836833,11.5,26.5,192.1,356,0.422,0.42,-0.5,-0.866025404,0.807216135,-0.590255972,0.002,401.5423748,367.5
3195.638875,34.97986558,0.463627873,13.4,25.3,145.4,357.4,0.422,0.423,-0.5,-0.866025404,0.791278223,-0.611456273,-0.001,468.7301988,370.8
3200.708625,34.49462899,0.442903004,17.1,34.4,89.9,350,0.423,0.422,-0.5,-0.866025404,0.748910659,-0.662670977,0.001,589.8581557,367.1
3203.341376,38.28338197,0.472877936,25.7,42,87.7,333.6,0.427,0.427,-0.5,-0.866025404,0.692350513,-0.72156134,0,983.8829166,359.3
3198.19709,36.14722059,0.430316986,9.9,56.2,94.2,334.4,0.421,0.421,-0.5,-0.866025404,0.737514539,-0.675331255,0,357.8574838,344.3
3199.355587,36.18380387,0.417887307,10.6,52.7,91.4,330.1,0.421,0.421,-0.5,-0.866025404,0.629074802,-0.777344771,0,383.548321,340.7
3197.837386,35.62801751,0.446672653,14,46.2,97.7,332.1,0.42,0.42,-0.5,-0.866025404,0.785285375,-0.619133975,0,498.7922451,346.1
3195.380721,36.58459638,0.458293065,18.8,34.5,102.2,328.6,0.424,0.424,-0.5,-0.866025404,0.779375489,-0.626557138,0,687.7904119,347.4
3195.727133,35.61633495,0.443332169,10.5,43.4,109.5,313.1,0.421,0.422,-0.5,-0.866025404,0.61795588,-0.786212777,-0.001,373.971517,323.6
3195.214418,36.94482166,0.441675417,4.9,43.3,106.6,265.4,0.414,0.416,-0.5,-0.866025404,0.727019275,-0.68661705,-0.002,181.0296261,270.3
3200.272444,33.94106334,0.427703019,2.3,34.2,94.4,201.4,0.407,0.41,-0.5,-0.866025404,0.681470424,-0.731845654,-0.003,78.06444568,203.7
3201.184231,33.64840079,0.444693371,3,17.7,71,184.4,0.403,0.405,-0.5,-0.866025404,0.748792736,-0.662804224,-0.002,100.9452024,187.4
3198.077017,36.31213227,0.46915119,4.2,10.2,64.1,168.2,0.402,0.403,-0.5,-0.866025404,0.748885833,-0.662699034,-0.001,152.5109555,172.4
3203.261485,37.1704793,0.440152222,6.4,9.5,57.7,159.7,0.407,0.404,-0.5,-0.866025404,0.799721344,-0.600371362,0.003,237.8910675,166.1
3203.880134,36.84506999,0.459129866,11.8,13.6,50.1,161.8,0.415,0.411,-0.5,-0.866025404,0.619149201,-0.785273371,0.004,434.7718259,173.6
3196.397483,35.49321672,0.461229086,8,22.4,43.1,164.1,0.417,0.415,-0.5,-0.866025404,0.635697212,-0.771938504,0.002,283.9457338,172.1
3195.519245,33.51608387,0.449366706,3,26.2,40.6,160.6,0.41,0.412,-0.5,-0.866025404,0.710588936,-0.703607394,-0.002,100.5482516,163.6
3198.193806,34.10404373,0.434726967,0.4,22.8,38.7,150.2,0.402,0.407,-0.5,-0.866025404,0.821376416,-0.570386521,-0.005,13.64161749,150.6
3202.129875,35.46015346,0.45201977,10.9,11.4,36.8,133.5,0.409,0.406,-0.5,-0.866025404,0.782608537,-0.622514159,0.003,386.5156728,144.4
3200.074239,36.82178328,0.44542911,22.6,14.3,44.7,118.7,0.423,0.419,-0.5,-0.866025404,0.789855075,-0.613293536,0.004,832.1723022,141.3
3199.8809,35.06022564,0.464619947,21.3,33.9,63.1,131.4,0.425,0.424,-0.5,-0.866025404,0.710335231,-0.703863523,0.001,746.7828061,152.7
3196.524104,36.15799695,0.430622398,17.8,54.8,78,142.1,0.423,0.423,-0.5,-0.866025404,0.797002015,-0.603976645,0,643.6123458,159.9
3198.514541,34.37762434,0.426259674,11.3,61.7,84,145.9,0.42,0.421,-0.5,-0.866025404,0.735460491,-0.67756761,-0.001,388.467155,157.2
3204.588913,34.34782652,0.428383,9.9,50.4,87.3,138.4,0.418,0.418,-0.5,-0.866025404,0.789148215,-0.614202813,0,340.0434826,148.3
897.4056044,27.21386806,0.579982745,0,15.5,16.3,40.5,0.452,0.458,-0.5,-0.866025404,0.973277242,0.22963321,-0.006,0,40.5
899.9143241,25.69197732,0.599866627,0,13.6,16.3,38.8,0.435,0.453,-0.5,-0.866025404,0.974480588,0.224471789,-0.018,0,38.8
894.583489,28.24517888,0.597214077,9.2,2.5,16.3,36.9,0.447,0.449,-0.5,-0.866025404,0.968354414,0.249579103,-0.002,259.8556457,46.1
894.6385426,24.55651056,0.570995728,12.6,9.2,25.5,37.6,0.473,0.466,-0.5,-0.866025404,0.971391487,0.237483852,0.007,309.412033,50.2
898.2425399,25.73881038,0.621611763,8.4,21.8,37.3,50.1,0.473,0.476,-0.5,-0.866025404,0.961667368,0.274218658,-0.003,216.2060072,58.5
900.0411236,24.44143268,0.56529327,14.6,30.2,43.8,57.4,0.475,0.487,-0.5,-0.866025404,0.998096956,0.061664143,-0.012,356.8449172,72
897.7234104,24.77977295,0.605420083,8.1,35.6,47.3,68.1,0.482,0.485,-0.5,-0.866025404,0.999968583,-0.007926758,-0.003,200.7161609,76.2
895.7901358,26.70029034,0.568342776,7.2,31.1,52.9,70.3,0.497,0.49,-0.5,-0.866025404,0.998278768,0.058647262,0.007,192.2420905,77.5
901.3595732,28.04815063,0.569241231,12.5,29.9,60.1,76.4,0.498,0.497,-0.5,-0.866025404,0.979326931,0.202283868,0.001,350.6018828,88.9
895.4004382,24.14213127,0.61009849,13.5,27.8,72.6,88.9,0.496,0.499,-0.5,-0.866025404,0.997716578,0.067539844,-0.003,325.9187721,102.4
900.6801674,24.14792682,0.594095251,15.7,33.2,76.9,102.4,0.493,0.488,-0.5,-0.866025404,0.952438072,0.304732208,0.005,379.122451,118.1
903.5673449,28.26232261,0.583055072,4.6,41.7,80,118.1,0.492,0.489,-0.5,-0.866025404,0.978412115,0.206663335,0.003,130.006684,122.7
898.7053686,27.18138099,0.604746979,10.4,33.8,76.2,121.9,0.491,0.485,-0.5,-0.866025404,0.981417201,0.191886106,0.006,282.6863623,132.3
896.0043368,25.06411743,0.614172129,28.5,30.7,72,130.4,0.478,0.494,-0.5,-0.866025404,0.946959716,0.321352292,-0.016,714.3273467,158.9
902.419818,25.53466485,0.589424125,17.2,43.5,92.4,147.8,0.466,0.476,-0.5,-0.866025404,0.999999999,-3.96E-05,-0.01,439.1962354,165
899.054762,27.44448946,0.582024042,7.5,56.1,102.4,162.5,0.484,0.468,-0.866025404,-0.5,0.98567331,0.16866572,0.016,205.833671,170
903.2322202,26.99410705,0.606730025,15.8,53.2,97.4,170,0.491,0.479,-0.866025404,-0.5,0.999912709,-0.013212658,0.012,426.5068915,185.8
901.2058608,26.54757854,0.60167125,10.4,40.5,99.7,185.8,0.456,0.486,-0.866025404,-0.5,0.972705015,0.232045156,-0.03,276.0948168,196.2
898.3060961,27.82358837,0.57869616,0.1,33.7,94.4,187,0.448,0.471,-0.866025404,-0.5,0.999949005,-0.010098844,-0.023,2.782358837,187.1
900.1738428,25.06204598,0.593243049,5.2,26.3,89.9,174.5,0.45,0.462,-0.866025404,-0.5,0.99309643,0.117300811,-0.012,130.3226391,179.7
895.6996442,24.55628093,0.566555052,5.4,15.7,84.7,171.3,0.465,0.46,-0.866025404,-0.5,0.982691993,0.185246988,0.005,132.603917,176.7
