Target,Elevation_m,Slope_deg,Baseline_NDVI,Rainfall_Day_0_mm,Rainfall_Antecedent_3D_mm,Rainfall_Antecedent_7D_mm,Rainfall_Antecedent_15D_mm,Soil_Moisture_Surface,Soil_Moisture_Deep,Month_Sin,Month_Cos,Aspect_Sin,Aspect_Cos,Soil_Moisture_Gradient,Rain_Slope_Interaction,Total_15D_Water_Load
0,899.230555,24.1644638,0.609032788,18.5,15.8,86.2,198.5,0.474,0.486,-0.5,-0.866025404,0.953788718,0.300478088,-0.012,447.0425802,217
0,898.1398615,24.35583561,0.621564765,2.3,23.2,69.1,198.9,0.476,0.485,-0.5,-0.866025404,0.961048912,0.276378342,-0.009,56.0184219,201.2
0,895.2287079,25.50247287,0.568120757,9.2,23.6,60.1,175.9,0.491,0.489,-0.5,-0.866025404,0.999993427,-0.00362568,0.002,234.6227504,185.1
0,900.8563428,23.99409759,0.603867365,98.6,30,56.4,174.6,0.485,0.494,-0.5,-0.866025404,0.99946218,0.032792529,-0.009,2365.818022,273.2
0,900.9312386,24.20095736,0.574357371,80.6,110.1,144.4,264.9,0.459,0.486,-0.5,-0.866025404,0.992828891,0.119544103,-0.027,1950.597164,345.5
0,901.2634854,26.61867555,0.574066233,10,188.4,213.9,336.3,0.453,0.465,-0.5,-0.866025404,0.951250979,0.308417856,-0.012,266.1867555,346.3
0,901.6530755,26.66620845,0.581268415,37.4,189.2,222,340.4,0.488,0.498,-0.5,-0.866025404,0.952835921,0.303485927,-0.01,997.316196,377.8
0,897.1499192,24.13718258,0.611095467,5.8,128,256.6,372.6,0.49,0.495,-0.5,-0.866025404,0.964386348,0.264497583,-0.005,139.995659,378.4
0,903.9412929,27.76909241,0.604703346,0.5,53.2,243.9,348.6,0.481,0.487,-0.5,-0.866025404,0.994836726,0.101488367,-0.006,13.88454621,349.1
0,894.7295374,27.78362799,0.610611248,1.7,43.7,242.1,313.5,0.47,0.48,-0.5,-0.866025404,0.999968319,-0.00795999,-0.01,47.23216759,315.2
0,900.4769537,25.39864685,0.563775288,11,8,234.6,303.9,0.497,0.485,-0.5,-0.866025404,0.991642562,0.129015613,0.012,279.3851153,314.9
0,903.707751,25.98980608,0.578628771,6.8,13.2,147,302,0.505,0.5,-0.5,-0.866025404,0.999236037,0.03908122,0.005,176.7306813,308.8
0,896.2431046,27.50772925,0.594648467,0.6,19.5,73.2,298.2,0.491,0.494,-0.5,-0.866025404,0.997936066,0.064215333,-0.003,16.50463755,298.8
0,896.7812493,27.3135352,0.596326344,2.2,18.4,63.8,287.7,0.48,0.486,-0.5,-0.866025404,0.971308608,0.237822596,-0.006,60.08977745,289.9
0,899.7597744,25.31374026,0.599678072,7.5,9.6,28.6,288,0.475,0.482,-0.5,-0.866025404,0.99180661,0.127748377,-0.007,189.853052,295.5
0,901.812576,25.08548766,0.59072803,7,10.3,30.3,292.7,0.49,0.482,-0.5,-0.866025404,0.996415737,0.084591248,0.008,175.5984136,299.7
0,897.2894698,26.82171117,0.589873397,3.1,16.7,36.8,281.2,0.493,0.49,-0.5,-0.866025404,0.976086621,0.21738194,0.003,83.14730461,284.3
0,902.3677516,25.31759863,0.618829379,5.7,17.6,38.2,282,0.489,0.486,-0.5,-0.866025404,0.992996181,0.11814645,0.003,144.3103122,287.7
0,896.4104379,26.94725474,0.603917781,5.9,15.8,32.9,278.5,0.494,0.488,-0.5,-0.866025404,0.959254181,0.282544537,0.006,158.988803,284.4
0,902.7436669,24.1481294,0.598416613,46.1,14.7,32,185.8,0.467,0.493,-0.5,-0.866025404,0.998643605,0.052066782,-0.026,1113.228766,231.9
0,896.5295312,26.86019503,0.567277717,19,57.7,77.5,151.3,0.501,0.494,-0.5,-0.866025404,0.975211116,0.221276477,0.007,510.3437056,170.3
0,900.1743516,27.42573037,0.609123535,5.3,71,94.3,160.3,0.472,0.492,-0.5,-0.866025404,0.974738835,0.223347719,-0.02,145.356371,165.6
0,897.5779121,28.02302425,0.610548285,17.5,70.4,92.1,128.2,0.478,0.474,-0.5,-0.866025404,0.997039858,0.076886425,0.004,490.4029243,145.7
0,897.2182611,25.78091477,0.623141799,4.9,41.8,102.6,139.9,0.463,0.474,-0.866025404,-0.5,0.998330934,0.057752449,-0.011,126.3264824,144.8
0,897.5399557,26.30152028,0.57616646,14.1,27.7,104.4,144.3,0.488,0.483,-0.866025404,-0.5,0.99705404,0.07670229,0.005,370.851436,158.4
0,898.9920141,24.94455134,0.600639215,8.5,36.5,112.8,156.7,0.501,0.496,-0.866025404,-0.5,0.976869085,0.213838237,0.005,212.0286864,165.2
0,902.4504859,24.25247089,0.589772307,9.1,27.5,115.4,154.2,0.492,0.499,-0.866025404,-0.5,0.999946955,0.010299819,-0.007,220.6974851,163.3
0,901.5931824,24.36554896,0.599517635,14.7,31.7,78.4,156.5,0.505,0.506,-0.866025404,-0.5,0.992336783,0.123562568,-0.001,358.1735697,171.2
0,898.4934089,27.72286759,0.604462559,4.5,32.3,74.1,170.6,0.499,0.504,-0.866025404,-0.5,0.978830482,0.204672634,-0.005,124.7529042,175.1
0,896.8216029,26.20737144,0.60676481,0,28.3,73.3,172.9,0.482,0.495,-0.866025404,-0.5,0.977901572,0.209065817,-0.013,0,172.9
0,902.5430098,25.38155055,0.582563299,0,19.2,55.8,165.4,0.467,0.485,-0.866025404,-0.5,0.954124891,0.299408904,-0.018,0,165.4
0,902.7018501,27.81974982,0.606672008,0,4.5,50.9,158.4,0.452,0.475,-0.866025404,-0.5,0.962899034,0.269861908,-0.023,0,158.4
0,898.536763,24.06899969,0.576359345,2.5,0,36.8,155.3,0.445,0.466,-0.866025404,-0.5,0.994649888,0.103303436,-0.021,60.17249923,157.8
0,900.9584586,26.47115836,0.563458961,2.2,2.5,30.8,152.1,0.447,0.46,-0.866025404,-0.5,0.975501512,0.219992728,-0.013,58.2365484,154.3
0,897.6926356,27.45375533,0.618647236,1.5,4.7,23.9,148.4,0.439,0.455,-0.866025404,-0.5,0.970960983,0.239237894,-0.016,41.180633,149.9
0,895.4909768,24.12458844,0.615700448,3.9,6.2,10.7,103.8,0.437,0.45,-0.866025404,-0.5,0.94609606,0.32388616,-0.013,94.0858949,107.7
0,897.214829,24.10273929,0.603124895,0.5,7.6,10.1,88.7,0.436,0.446,-0.866025404,-0.5,0.999313704,0.037042152,-0.01,12.05136964,89.2
0,900.8208432,23.66686952,0.610813503,0.7,5.9,10.6,83.9,0.423,0.441,-0.866025404,-0.5,0.972108295,0.234532433,-0.018,16.56680867,84.6
0,901.6940966,28.20979735,0.58783044,0,5.1,11.3,67.1,0.409,0.436,-0.866025404,-0.5,0.974928519,0.222518277,-0.027,0,67.1
0,902.5165539,26.96090664,0.57003732,2.4,1.2,11.3,62.2,0.404,0.432,-0.866025404,-0.5,0.999882258,-0.015345033,-0.028,64.70617594,64.6
0,894.177127,23.85719985,0.603552798,0.6,3.1,11.2,50.5,0.408,0.428,-0.866025404,-0.5,0.986494089,0.163796863,-0.02,14.31431991,51.1
0,898.8640613,26.85628913,0.606161631,7.1,3,9.6,42.6,0.451,0.44,-0.866025404,-0.5,0.989620852,0.143703058,0.011,190.6796528,49.7
0,896.7392211,25.0180595,0.615179645,1.7,10.1,15.2,40.6,0.461,0.451,-0.866025404,-0.5,0.952017221,0.306044458,0.01,42.53070115,42.3
0,900.8395951,24.04666681,0.580820491,1.8,9.4,13,27.6,0.462,0.45,-0.866025404,-0.5,0.988117285,0.153701757,0.012,43.28400026,29.4
0,896.4533134,28.46110004,0.612362561,1.3,10.6,14.3,24.9,0.453,0.449,-0.866025404,-0.5,0.983307338,0.181952408,0.004,36.99943006,26.2
0,899.6628021,24.3994151,0.612005677,0,4.8,14.9,26.2,0.436,0.445,-0.866025404,-0.5,0.999611527,0.027871057,-0.009,0,26.2
0,901.1196265,27.49270006,0.570914363,0.4,3.1,14.9,26.2,0.42,0.44,-0.866025404,-0.5,0.988906265,0.148540901,-0.02,10.99708003,26.6
0,901.7006492,27.90701968,0.574696091,1,1.7,12.9,26.6,0.417,0.435,-0.866025404,-0.5,0.999602178,0.028204363,-0.018,27.90701968,27.6
0,896.6946829,26.15163929,0.577780911,4.5,1.4,13.3,25.1,0.434,0.433,-0.866025404,-0.5,0.997679822,0.068080632,0.001,117.6823768,29.6
0,894.8783215,28.38001428,0.593443972,9.1,5.9,10.7,27.4,0.485,0.445,-0.866025404,-0.5,0.946943751,0.321399335,0.04,258.25813,36.5
0,896.1871337,24.0993363,0.573356988,11.4,14.6,18.1,35,0.48,0.455,-0.866025404,-0.5,0.999967663,-0.008041928,0.025,274.7324339,46.4
0,899.9913141,28.30434858,0.575873956,8.4,25,27.7,42.5,0.486,0.469,-0.866025404,-0.5,0.953530399,0.301296828,0.017,237.7565281,50.9
0,894.4044919,23.8532955,0.57641305,0.2,28.9,34.8,50.4,0.47,0.472,-0.866025404,-0.5,0.949424733,0.313994707,-0.002,4.770659099,50.6
0,895.5886193,25.88669969,0.572458929,0,20,35,49.9,0.449,0.464,-1,-1.84E-16,0.97515823,0.221509429,-0.015,0,49.9
0,903.9547473,27.77513502,0.567207359,0.4,8.6,34.6,49.9,0.434,0.456,-1,-1.84E-16,0.983205951,0.182499475,-0.022,11.11005401,50.3
0,897.8233144,26.26595802,0.577939533,0.2,0.6,34,47.9,0.423,0.448,-1,-1.84E-16,0.96799861,0.250955557,-0.025,5.253191605,48.1
0,898.9652627,26.41730021,0.586882099,0.3,0.6,29.7,47.5,0.413,0.441,-1,-1.84E-16,0.987534659,0.157401704,-0.028,7.925190063,47.8
0,894.1100716,24.30492146,0.601399524,0.9,0.9,20.9,40.7,0.41,0.436,-1,-1.84E-16,0.999980409,-0.006259531,-0.026,21.87442931,41.6
0,899.9190779,28.42173823,0.566966385,0.7,1.4,10.4,39.9,0.406,0.431,-1,-1.84E-16,0.990531303,0.137287066,-0.025,19.89521676,40.6
0,897.2529868,24.65562426,0.578785372,0.1,1.9,2.7,38.8,0.397,0.426,-1,-1.84E-16,0.957497709,0.288440873,-0.029,2.465562426,38.9
0,899.3019323,27.79464792,0.586844453,0,1.7,2.6,37.6,0.383,0.421,-1,-1.84E-16,0.999911495,0.01330422,-0.038,0,37.6
0,899.2611834,28.28277816,0.586376504,0,0.8,2.6,37.6,0.368,0.415,-1,-1.84E-16,0.957320649,0.289027984,-0.047,0,37.6
0,903.6745745,24.90389136,0.615963786,0,0.1,2.2,37.2,0.354,0.409,-1,-1.84E-16,0.985258253,0.171073597,-0.055,0,37.2
0,896.68257,27.15257161,0.571119512,0.3,0,2,36.2,0.343,0.404,-1,-1.84E-16,0.985510435,0.169614806,-0.061,8.145771482,36.5
0,899.7043292,23.90187011,0.571293748,0.3,0.3,2,32,0.337,0.399,-1,-1.84E-16,0.997004505,0.077343502,-0.062,7.170561033,32.3
0,897.815526,27.20722655,0.569345288,0.4,0.6,1.4,23.2,0.332,0.395,-1,-1.84E-16,0.995551936,0.094214348,-0.063,10.88289062,23.6
0,898.2199981,25.92168373,0.589380298,0.1,1,1.1,12.2,0.326,0.391,-1,-1.84E-16,0.993230503,0.116160097,-0.065,2.592168373,12.3
0,894.5555906,24.0896739,0.564914999,1.1,0.8,1.1,3.9,0.321,0.387,-1,-1.84E-16,0.99402008,0.109197442,-0.066,26.49864129,5
0,900.8845301,27.9732071,0.566077399,7.9,1.6,2.2,4.8,0.349,0.384,-1,-1.84E-16,0.997812883,0.066101825,-0.035,220.9883361,12.7
0,895.9528541,26.89429655,0.622728314,4.7,9.1,10.1,12.7,0.408,0.384,-1,-1.84E-16,0.963373412,0.268163511,0.024,126.4031938,17.4
0,898.6848891,24.34295259,0.581959883,0.2,13.7,14.8,17,0.404,0.384,-1,-1.84E-16,0.999957667,-0.009201331,0.02,4.868590518,17.2
0,898.3426963,26.16403602,0.59656871,0,12.8,14.7,17,0.386,0.382,-1,-1.84E-16,0.990054665,0.140683193,0.004,0,17
0,898.6814112,25.12935939,0.56899131,0,4.9,14.4,16.7,0.37,0.38,-1,-1.84E-16,0.996820898,0.079674948,-0.01,0,16.7
0,897.75546,27.05281754,0.590269155,0.5,0.2,14,15.8,0.363,0.379,-1,-1.84E-16,0.991621206,0.129179656,-0.016,13.52640877,16.3
0,896.4238541,26.63731095,0.59003437,0,0.5,14.4,15.6,0.355,0.377,-1,-1.84E-16,0.999661121,0.026031586,-0.022,0,15.6
0,898.4871405,24.44772318,0.609714374,0,0.5,13.3,15.5,0.344,0.375,-1,-1.84E-16,0.991993539,0.12628863,-0.031,0,15.5
0,894.4621952,24.71056146,0.615806111,0,0.5,5.4,15.5,0.333,0.372,-1,-1.84E-16,0.955857302,0.293831274,-0.039,0,15.5
0,896.4232255,27.02272067,0.584394554,0,0,0.7,15.5,0.322,0.37,-1,-1.84E-16,0.99964547,0.026625809,-0.048,0,15.5
0,901.8484837,26.87580978,0.571498073,0,0,0.5,15.5,0.312,0.368,-1,-1.84E-16,0.956543722,0.291588935,-0.056,0,15.5
0,902.4282039,25.06122008,0.577323713,0,0,0.5,15.2,0.301,0.365,-1,-1.84E-16,0.988840463,0.148978319,-0.064,0,15.2
0,901.1530934,25.89120552,0.585784546,0,0,0.5,14.9,0.291,0.362,-1,-1.84E-16,0.966090981,0.258201889,-0.071,0,14.9
0,900.3256403,25.83597722,0.571369375,0,0,0,14.5,0.281,0.36,-1,-1.84E-16,0.958419429,0.285363275,-0.079,0,14.5
0,902.1126576,24.12221133,0.571769062,0,0,0,14.4,0.274,0.357,-1,-1.84E-16,0.958546147,0.284937333,-0.083,0,14.4
0,895.2783092,26.60528867,0.571198012,0,0,0,13.3,0.266,0.355,-1,-1.84E-16,0.999568915,0.02935958,-0.089,0,13.3
0,899.2525414,24.82218617,0.575106544,0.6,0,0,5.4,0.261,0.353,-0.866025404,0.5,0.977842064,0.209343971,-0.092,14.8933117,6
0,895.1631565,25.79948293,0.581700802,4.2,0.6,0.6,1.3,0.311,0.351,-0.866025404,0.5,0.978363141,0.206895057,-0.04,108.3578283,5.5
0,901.7786608,23.85880392,0.603285348,0.3,4.8,4.8,5.3,0.335,0.351,-0.866025404,0.5,0.995732826,0.092282931,-0.016,7.157641177,5.6
0,899.2055639,26.57021231,0.591708802,0.9,5.1,5.1,5.6,0.342,0.352,-0.866025404,0.5,0.999148188,0.04126619,-0.01,23.91319108,6.5
0,902.1002489,27.69799497,0.596928634,4.1,5.4,6,6.5,0.359,0.353,-0.866025404,0.5,0.998961665,0.045558661,0.006,113.5617794,10.6
0,901.9906343,26.34796475,0.596108049,7,5.3,10.1,10.1,0.408,0.374,-0.866025404,0.5,0.994437753,0.10532595,0.034,184.4357532,17.1
0,898.6621238,26.48404044,0.621334425,1,12,17.1,17.1,0.406,0.387,-0.866025404,0.5,0.996716341,0.080972443,0.019,26.48404044,18.1
0,898.9687429,26.86653764,0.594815055,1.2,12.1,18.1,18.1,0.402,0.391,-0.866025404,0.5,0.993204666,0.116380801,0.011,32.23984516,19.3
0,894.282675,24.4816837,0.598215344,0,9.2,18.7,19.3,0.398,0.392,-0.866025404,0.5,0.999149578,0.041232529,0.006,0,19.3
0,899.2351329,23.84395123,0.609318233,0.6,2.2,14.5,19.3,0.39,0.391,-0.866025404,0.5,0.977755767,0.209746655,-0.001,14.30637074,19.9
0,900.7746478,27.76999841,0.601823335,0.5,1.8,14.8,19.9,0.399,0.391,-0.866025404,0.5,0.96927696,0.2459719,0.008,13.8849992,20.4
0,896.336557,27.73303916,0.570269404,0.3,1.1,14.4,20.4,0.396,0.392,-0.866025404,0.5,0.96562277,0.25994743,0.004,8.319911747,20.7
0,903.8652717,26.22321565,0.567519387,0.2,1.4,10.6,20.7,0.385,0.391,-0.866025404,0.5,0.992698312,0.120623638,-0.006,5.244643129,20.9
0,903.7482887,24.48535115,0.56654096,0.4,1,3.8,20.9,0.391,0.391,-0.866025404,0.5,0.969194381,0.246297082,0,9.794140461,21.3
0,896.8283059,27.58622166,0.585387981,0,0.9,3.2,21.3,0.382,0.391,-0.866025404,0.5,0.95931095,0.282351734,-0.009,0,21.3
0,901.1297326,24.60122491,0.577594842,0,0.6,2,21.3,0.369,0.389,-0.866025404,0.5,0.999987199,-0.005059797,-0.02,0,21.3
0,894.3000167,27.80457747,0.615011563,0,0.4,2,20.7,0.357,0.386,-0.866025404,0.5,0.980135896,0.198327065,-0.029,0,20.7
0,900.6575271,25.61884106,0.616920312,0,0,1.4,16.5,0.347,0.383,-0.866025404,0.5,0.99980959,0.019513673,-0.036,0,16.5
0,900.2401649,23.78744751,0.590069669,2.1,0,0.9,16.2,0.345,0.381,-0.866025404,0.5,0.996327927,0.085619284,-0.036,49.95363977,18.3
0,902.2215966,27.58436937,0.594168405,0,2.1,2.7,17.4,0.345,0.379,-0.866025404,0.5,0.978034716,0.208442063,-0.034,0,17.4
0,897.0436508,26.30313654,0.574740966,0,2.1,2.5,13.3,0.336,0.376,-0.866025404,0.5,0.960498697,0.278284481,-0.04,0,13.3
0,902.7801015,25.09179055,0.567760635,0,2.1,2.1,6.3,0.327,0.374,-0.866025404,0.5,0.999283758,0.037841381,-0.047,0,6.3
0,902.5797503,25.76465997,0.579335119,0,0,2.1,5.3,0.319,0.371,-0.866025404,0.5,0.99979218,0.020386169,-0.052,0,5.3
0,900.6960296,27.93099926,0.57828452,0,0,2.1,4.1,0.316,0.369,-0.866025404,0.5,0.964348119,0.264636931,-0.053,0,4.1
0,898.7233487,24.51577946,0.598366707,0.1,0,2.1,4.1,0.316,0.367,-0.866025404,0.5,0.993708584,0.111996653,-0.051,2.451577946,4.2
0,900.1840124,24.01894587,0.581964439,0,0.1,2.2,3.6,0.312,0.366,-0.866025404,0.5,0.990883727,0.134719853,-0.054,0,3.6
0,901.2995877,27.42395043,0.572494515,0,0.1,0.1,3.1,0.306,0.364,-0.866025404,0.5,0.999971419,0.007560446,-0.058,0,3.1
0,903.7525139,26.60842371,0.618854029,0,0.1,0.1,2.8,0.3,0.362,-0.866025404,0.5,0.994436112,0.105341441,-0.062,0,2.8
0,895.2172819,27.84984727,0.566351664,0.4,0,0.1,2.6,0.294,0.36,-0.866025404,0.5,0.972017593,0.234908063,-0.066,11.13993891,3
0,897.1307278,25.0670379,0.602327473,3.7,0.4,0.5,2.6,0.305,0.359,-0.866025404,0.5,0.996656643,0.081703957,-0.054,92.74804025,6.3
0,901.8071631,26.30625984,0.582971914,0,4.1,4.2,6.3,0.311,0.358,-0.5,0.866025404,0.98916997,0.146774554,-0.047,0,6.3
0,898.0918002,23.71210553,0.602791789,0,4.1,4.2,6.3,0.306,0.356,-0.5,0.866025404,0.977950667,0.208836045,-0.05,0,6.3
0,900.7247997,27.73338848,0.590202818,0,3.7,4.1,6.3,0.301,0.355,-0.5,0.866025404,0.992868878,0.119211542,-0.054,0,6.3
0,895.3311797,24.45591832,0.621898277,0,0,4.1,6.3,0.298,0.354,-0.5,0.866025404,0.999990782,-0.004293802,-0.056,0,6.3
0,901.091616,24.07309401,0.573490377,0,0,4.1,4.2,0.293,0.353,-0.5,0.866025404,0.998929505,0.046258439,-0.06,0,4.2
0,900.7406382,25.92276126,0.57268848,0,0,4.1,4.2,0.287,0.351,-0.5,0.866025404,0.997376075,0.072394506,-0.064,0,4.2
0,899.8582007,27.22456861,0.58084505,0,0,3.7,4.2,0.283,0.35,-0.5,0.866025404,0.953858569,0.300256274,-0.067,0,4.2
0,901.6523797,24.54883717,0.577763964,0,0,0,4.2,0.282,0.349,-0.5,0.866025404,0.958406905,0.285405333,-0.067,0,4.2
0,902.8011223,24.66736112,0.607077671,0.2,0,0,4.2,0.279,0.347,-0.5,0.866025404,0.993060528,0.117604368,-0.068,4.933472224,4.4
0,902.2930261,25.07797053,0.593911089,5.8,0.2,0.2,4.4,0.306,0.347,-0.5,0.866025404,0.949064352,0.3150823,-0.041,145.4522291,10.2
0,895.275741,27.55545855,0.589872467,18.7,6,6,10.1,0.397,0.35,-0.5,0.866025404,0.994247694,0.107105194,0.047,515.287075,28.8
0,901.4439337,27.23677197,0.588320013,1.8,24.7,24.7,28.8,0.452,0.366,-0.5,0.866025404,0.974521452,0.224294313,0.086,49.02618955,30.6
0,898.4976444,24.84927412,0.598568985,7.1,26.3,26.5,30.6,0.471,0.385,-0.5,0.866025404,0.962308192,0.271961292,0.086,176.4298463,37.7
0,897.3388182,24.77566779,0.622892175,0.6,27.6,33.6,37.7,0.46,0.401,-0.5,0.866025404,0.950643271,0.31028595,0.059,14.86540068,38.3
0,902.7964959,28.03218621,0.601385516,0,9.5,34.2,37.9,0.45,0.408,-0.5,0.866025404,0.966959636,0.254929522,0.042,0,37.9
0,899.5961323,26.57408426,0.613093849,0,7.7,34.2,34.2,0.439,0.409,-0.5,0.866025404,0.996069172,0.088578804,0.03,0,34.2
0,899.0123473,24.62490825,0.600855683,0,0.6,34,34.2,0.431,0.409,-0.5,0.866025404,0.984777498,0.173819675,0.022,0,34.2
0,901.8459935,24.20191585,0.612864314,0,0,28.2,34.2,0.424,0.407,-0.5,0.866025404,0.949180677,0.314731701,0.017,0,34.2
0,899.5330855,23.83077209,0.595396145,0,0,9.5,34.2,0.418,0.406,-0.5,0.866025404,0.953094238,0.302673707,0.012,0,34.2
0,902.5800759,24.73175689,0.568751237,0,0,7.7,34.2,0.41,0.404,-0.5,0.866025404,0.991834716,0.127529982,0.006,0,34.2
0,895.0290095,27.1001524,0.588164384,0,0,0.6,34.2,0.4,0.402,-0.5,0.866025404,0.99922538,0.039352769,-0.002,0,34.2
0,901.7613306,25.35828064,0.620811735,0,0,0,34.2,0.39,0.399,-0.5,0.866025404,0.992378558,0.123226607,-0.009,0,34.2
0,895.6383459,28.32513093,0.609788025,0,0,0,34.2,0.381,0.397,-0.5,0.866025404,0.980622629,0.195906252,-0.016,0,34.2
0,896.2523135,25.1212875,0.604269136,0,0,0,34.2,0.372,0.394,-0.5,0.866025404,0.983975905,0.178301483,-0.022,0,34.2
0,895.7945152,24.25100456,0.572833312,0,0,0,34,0.364,0.391,-0.5,0.866025404,0.981623856,0.190826113,-0.027,0,34
0,896.3842135,24.38296941,0.568357908,0,0,0,28.2,0.357,0.388,-0.5,0.866025404,0.999827901,0.018551796,-0.031,0,28.2
0,901.318307,25.94226881,0.579276377,0,0,0,9.5,0.351,0.386,-0.5,0.866025404,0.961521646,0.274729185,-0.035,0,9.5
0,900.5533171,28.18729063,0.607680868,0,0,0,7.7,0.345,0.383,-0.5,0.866025404,0.98038324,0.197100742,-0.038,0,7.7
0,896.2978129,28.00139992,0.602648612,0,0,0,0.6,0.339,0.381,-0.5,0.866025404,0.975015609,0.222136359,-0.042,0,0.6
0,896.7017494,24.41658113,0.567218042,0,0,0,0,0.333,0.378,-0.5,0.866025404,0.992079393,0.125612409,-0.045,0,0
0,894.9929411,27.27241702,0.56707652,0,0,0,0,0.328,0.376,-0.5,0.866025404,0.995950346,0.089904993,-0.048,0,0
0,898.1443552,27.2618962,0.581564007,0,0,0,0,0.323,0.374,0,1,0.98861984,0.15043541,-0.051,0,0
0,897.7858516,24.32651063,0.621518825,0,0,0,0,0.319,0.372,0,1,0.99989528,-0.014471679,-0.053,0,0
0,895.4581579,24.99097974,0.572210434,0,0,0,0,0.314,0.37,0,1,0.970649897,0.240496938,-0.056,0,0
0,902.3462504,23.88019304,0.588041003,0,0,0,0,0.311,0.368,0,1,0.947602811,0.319450954,-0.057,0,0
0,902.5259505,23.874296,0.600938622,0.3,0,0,0,0.309,0.366,0,1,0.996875327,0.078991027,-0.057,7.162288801,0.3
0,895.090468,25.71052519,0.597975999,10.9,0.3,0.3,0.3,0.368,0.365,0,1,0.969854979,0.243682825,0.003,280.2447245,11.2
0,896.6636595,25.92012263,0.585257529,0,11.2,11.2,11.2,0.408,0.369,0,1,0.99997402,-0.007208318,0.039,0,11.2
0,901.36089,23.66372444,0.575961231,0,11.2,11.2,11.2,0.402,0.371,0,1,0.998694757,0.051076248,0.031,0,11.2
0,902.6996669,28.33114413,0.619163357,11.1,10.9,11.2,11.2,0.445,0.378,0,1,0.993615765,0.112817159,0.067,314.4756999,22.3
0,894.7167299,25.93154899,0.565862167,4.9,11.1,22.3,22.3,0.474,0.402,0,1,0.996326213,0.085639222,0.072,127.0645901,27.2
0,903.0237032,27.43920095,0.570209766,1.8,16,27.2,27.2,0.462,0.415,0,1,0.998623802,0.052445224,0.047,49.39056171,29
0,894.6163715,26.67466107,0.569754628,0,17.8,29,29,0.447,0.418,0,1,0.995705815,0.092573912,0.029,0,29
0,900.3378396,26.59656195,0.591832749,0,6.7,28.7,29,0.436,0.418,0,1,0.975464366,0.220157378,0.018,0,29
0,894.2207514,25.01566473,0.604978911,0,1.8,17.8,29,0.426,0.416,0,1,0.988032024,0.154248886,0.01,0,29
0,903.2826502,27.93555949,0.5925171,0,0,17.8,29,0.415,0.413,0,1,0.97547524,0.220109191,0.002,0,29
0,897.5369065,24.99868861,0.603943543,1.9,0,17.8,29,0.417,0.411,0,1,0.996276514,0.086215475,0.006,47.49750836,30.9
0,900.4880308,28.25754682,0.613238835,8.9,1.9,8.6,30.9,0.452,0.416,0,1,0.946461741,0.322816003,0.036,251.4921667,39.8
0,895.846222,23.69707746,0.56513447,50.4,10.8,12.6,39.8,0.498,0.473,0,1,0.980655874,0.195739766,0.025,1194.332704,90.2
0,897.2125542,24.07349558,0.620277702,3.6,61.2,61.2,90.2,0.503,0.498,0,1,0.96208108,0.272763627,0.005,86.66458407,93.8
0,901.4729848,27.13283475,0.611032283,4.1,62.9,64.8,93.8,0.498,0.493,0,1,0.999999977,0.000214351,0.005,111.2446225,97.9
0,903.7299589,26.5434876,0.574977458,0,58.1,68.9,97.6,0.49,0.488,0,1,0.996758051,0.080457364,0.002,0,97.6
0,903.9205329,27.08532114,0.598835132,0,7.7,68.9,86.7,0.483,0.481,0,1,0.987875686,0.155246994,0.002,0,86.7
0,902.0967952,26.70807536,0.592129533,2.8,4.1,68.9,86.7,0.478,0.477,0,1,0.96962931,0.244579233,0.001,74.78261101,89.5
0,902.4719304,26.13602018,0.583483828,0,2.8,69.8,89.5,0.476,0.473,0,1,0.94768264,0.319214058,0.003,0,89.5
0,903.6940386,23.65593781,0.618477759,3.1,2.8,60.9,78.4,0.472,0.47,0,1,0.997701373,0.067764072,0.002,73.33340721,81.5
0,894.4031669,27.54456313,0.602012435,0.5,5.9,13.6,76.6,0.474,0.468,0,1,0.987486163,0.15770567,0.006,13.77228156,77.1
0,895.7015045,26.05073829,0.58946081,0,3.6,10.5,75.3,0.472,0.467,0,1,0.955229292,0.295866524,0.005,0,75.3
0,894.5267778,24.02907533,0.609892736,1.3,3.6,6.4,75.3,0.47,0.465,0,1,0.991447464,0.130506418,0.005,31.23779793,76.6
0,899.0116115,24.46244026,0.588351373,9.8,1.8,7.7,76.6,0.477,0.466,0,1,0.949973479,0.312330578,0.011,239.7319146,86.4
0,903.5848925,26.8100154,0.621994333,5.3,11.1,17.5,86.4,0.483,0.47,0,1,0.983772164,0.179422209,0.013,142.0930816,91.7
0,899.8243619,23.88506458,0.598940456,5.4,16.4,20,91.7,0.48,0.471,0,1,0.984183539,0.177151805,0.009,128.9793487,97.1
0,899.5540412,27.84740857,0.569248898,1.4,20.5,25.4,95.2,0.478,0.471,0.5,0.866025404,0.99954583,0.030135245,0.007,38.986372,96.6
0,902.2668635,27.45367844,0.598037405,0.2,12.1,23.7,87.7,0.481,0.471,0.5,0.866025404,0.999914991,-0.013038841,0.01,5.490735689,87.9
0,903.2894888,25.03159961,0.602784393,16.1,7,23.4,37.5,0.498,0.481,0.5,0.866025404,0.96068342,0.277646116,0.017,403.0087537,53.6
0,900.9855523,27.91755814,0.572539093,1.2,17.7,39.5,50,0.497,0.493,0.5,0.866025404,0.996257362,0.086436505,0.004,33.50106977,51.2
