Elevation_m,Slope_deg,Baseline_NDVI,Rainfall_Day_0_mm,Rainfall_Antecedent_3D_mm,Rainfall_Antecedent_7D_mm,Rainfall_Antecedent_15D_mm,Soil_Moisture_Surface,Soil_Moisture_Deep,Month_Sin,Month_Cos,Aspect_Sin,Aspect_Cos,Soil_Moisture_Gradient,Rain_Slope_Interaction,Total_15D_Water_Load,Rain_norm,Slope_norm,Moisture_norm,Risk_Score,Landslide_Level
1571.505092,12.84643776,0.349458763,0.6,0.1,3.7,6.2,0.221,0.323,-0.5,0.866025404,0.908890928,-0.417033909,-0.102,7.707862659,6.8,0.011231884057971014,0.215926547881849,0.4324853228962818,19.90163148566276,0
1569.251094,13.17067932,0.34507011,5.8,0.7,0.7,6.8,0.284,0.323,-0.5,0.866025404,0.846054166,-0.53309694,-0.039,76.38994006,12.6,0.012318840579710144,0.22137649144119298,0.5557729941291585,23.80723819029895,0
1563.102706,8.948760412,0.347360288,1.2,6.4,6.5,12.6,0.331,0.324,-0.5,0.866025404,0.843183065,-0.53762656,0.007,10.73851249,13.8,0.02282608695652174,0.1504132880790848,0.6477495107632094,24.857927443529697,0
1569.178466,12.00913533,0.354224871,3.6,7.6,7.7,13.8,0.373,0.325,-0.5,0.866025404,0.890621069,-0.454746206,0.048,43.23288718,17.4,0.025,0.20185293256368445,0.7299412915851272,28.95382672446435,0
1562.677263,11.64922246,0.327995136,0.0,10.6,11.3,17.4,0.364,0.327,-0.5,0.866025404,0.913405671,-0.407050463,0.037,0.0,17.4,0.03152173913043478,0.19580341556844946,0.7123287671232876,28.5048350459695,0
1567.025072,11.50067793,0.378914648,0.0,4.8,11.3,17.3,0.349,0.328,-0.5,0.866025404,0.948696102,-0.316189353,0.021,0.0,17.3,0.03134057971014493,0.19330663722655744,0.6829745596868884,27.54205909580917,0
1567.268952,9.227150113,0.366628804,0.0,3.6,11.2,15.8,0.336,0.328,-0.5,0.866025404,0.845430938,-0.534084758,0.008,0.0,15.8,0.0286231884057971,0.15509254066457276,0.6575342465753425,25.523731153429342,0
1569.782647,12.36596724,0.341089933,0.0,0.0,11.2,15.8,0.323,0.328,-0.5,0.866025404,0.869550199,-0.493844562,-0.005,0.0,15.8,0.0286231884057971,0.2078506639145727,0.6320939334637965,26.34326545758296,0
1562.115586,10.07790223,0.361833369,0.0,0.0,10.6,14.9,0.312,0.327,-0.5,0.866025404,0.935381787,-0.353639525,-0.015,0.0,14.9,0.026992753623188405,0.16939222211392924,0.6105675146771037,24.478502248658522,0
1570.747521,9.611004584,0.340914154,0.0,0.0,4.8,11.3,0.303,0.327,-0.5,0.866025404,0.888242547,-0.459374769,-0.024,0.0,11.3,0.020471014492753625,0.16154447483967307,0.5929549902152642,23.453824531358265,0
1568.638847,12.03636008,0.374776582,0.0,0.0,3.6,11.3,0.293,0.327,-0.5,0.866025404,0.897088553,-0.441850798,-0.034,0.0,11.3,0.020471014492753625,0.20231053383761505,0.573385518590998,24.089722152568534,0
1562.311908,9.576785746,0.375871808,0.0,0.0,0.0,11.3,0.283,0.326,-0.5,0.866025404,0.960528906,-0.278180196,-0.043,0.0,11.3,0.020471014492753625,0.16096931496267788,0.5538160469667318,22.262401437592434,0
1563.600303,10.99366878,0.378853413,0.0,0.0,0.0,11.3,0.273,0.325,-0.5,0.866025404,0.842241183,-0.539100908,-0.052,0.0,11.3,0.020471014492753625,0.18478468448375984,0.5342465753424658,22.389778374496913,0
1562.395175,10.08761298,0.333931038,0.0,0.0,0.0,11.3,0.264,0.325,-0.5,0.866025404,0.969793205,-0.243928553,-0.061,0.0,11.3,0.020471014492753625,0.16955544313784393,0.5166340508806262,21.404525400264248,0
1569.659396,12.61738881,0.326809329,0.0,0.0,0.0,11.2,0.255,0.324,-0.5,0.866025404,0.861073685,-0.508480196,-0.069,0.0,11.2,0.020289855072463767,0.21207662855063494,0.49902152641878667,22.1445388519812,0
1563.709051,13.2718734,0.336145935,0.0,0.0,0.0,11.2,0.246,0.323,-0.5,0.866025404,0.911915414,-0.410378213,-0.077,0.0,11.2,0.020289855072463767,0.22307739006917807,0.48140900195694714,21.946185963682307,0
1562.456,12.62309895,0.334081956,0.0,0.0,0.0,10.6,0.239,0.322,-0.5,0.866025404,0.861498454,-0.507760193,-0.083,0.0,10.6,0.019202898550724636,0.2121726061937105,0.46771037181996084,21.164605282439126,0
1563.379877,10.48441318,0.34856116,0.0,0.0,0.0,4.8,0.232,0.322,-0.5,0.866025404,0.905468067,-0.424414395,-0.09,0.0,4.8,0.008695652173913044,0.1762249727759829,0.4540117416829746,19.254927520725246,0
1567.59557,9.313950379,0.321196172,0.0,0.0,0.0,3.6,0.226,0.321,-0.5,0.866025404,0.955972235,-0.293457128,-0.095,0.0,3.6,0.006521739130434783,0.1565515040085563,0.4422700587084149,18.225516446726527,0
1566.954865,11.99186024,0.351318463,0.0,0.0,0.0,0.0,0.22,0.32,-0.5,0.866025404,0.917242042,-0.398330311,-0.1,0.0,0.0,0.0,0.20156256798030842,0.43052837573385516,18.962728311424907,0
1564.462574,13.0184822,0.327809803,0.0,0.0,0.0,0.0,0.214,0.319,-0.5,0.866025404,0.851942083,-0.523636026,-0.105,0.0,0.0,0.0,0.21881831933674498,0.4187866927592955,19.128150362881215,0
1571.429353,10.50733423,0.331013121,0.0,0.0,0.0,0.0,0.209,0.318,-0.5,0.866025404,0.947816088,-0.318817602,-0.109,0.0,0.0,0.0,0.17661023624689914,0.4090019569471624,17.568365795821844,0
1570.548089,8.703866832,0.321022774,0.0,0.0,0.0,0.0,0.205,0.318,0.0,1.0,0.959337744,-0.282260682,-0.113,0.0,0.0,0.0,0.1462970477394883,0.40117416829745595,16.424136481108327,0
1565.144609,9.121761701,0.362698217,0.0,0.0,0.0,0.0,0.2,0.317,0.0,1.0,0.925277901,-0.37928987,-0.117,0.0,0.0,0.0,0.15332114252175327,0.39138943248532293,16.34131725021229,0
1566.745719,10.41331831,0.327163922,0.0,0.0,0.0,0.0,0.197,0.316,0.0,1.0,0.86409895,-0.50332197,-0.119,0.0,0.0,0.0,0.17502999015605317,0.3855185909980431,16.816457434622887,0
1567.168232,10.99638493,0.35425383,0.0,0.0,0.0,0.0,0.194,0.316,0.0,1.0,0.882038412,-0.471177504,-0.122,0.0,0.0,0.0,0.18483033829876958,0.3796477495107632,16.934342634285983,0
1569.561758,9.952822536,0.371970909,0.0,0.0,0.0,0.0,0.191,0.315,0.0,1.0,0.829672091,-0.558251038,-0.124,0.0,0.0,0.0,0.1672898473513602,0.37377690802348335,16.232002661245307,0
1566.279466,10.93748653,0.335930752,2.1,0.0,0.0,0.0,0.208,0.314,0.0,1.0,0.851674088,-0.524071796,-0.106,22.96872172,2.1,0.0,0.1838403573853553,0.4070450097847358,17.72656101510273,0
1567.464708,13.29400179,0.321569006,0.0,2.1,2.1,2.1,0.221,0.314,0.0,1.0,0.954096392,-0.299499709,-0.093,0.0,2.1,0.0038043478260869567,0.22344933028732636,0.4324853228962818,19.830213508551722,0
1566.125656,8.885219212,0.347467465,0.0,2.1,2.1,2.1,0.216,0.314,0.0,1.0,0.868122213,-0.496350505,-0.098,0.0,2.1,0.0038043478260869567,0.14934526967424802,0.4227005870841487,17.31354961579538,0
1569.628208,12.51754755,0.342354512,0.4,2.1,2.1,2.1,0.216,0.313,0.0,1.0,0.879959503,-0.475048706,-0.097,5.007019018,2.5,0.0038043478260869567,0.2103984685026331,0.4227005870841487,19.145145580646933,0
1567.55934,10.77663751,0.346693684,4.5,0.4,2.5,2.5,0.257,0.313,0.0,1.0,0.951545839,-0.307506937,-0.056,48.49486882,7.0,0.004528985507246377,0.18113676170633197,0.50293542074364,20.703324893789013,0
1570.277806,11.76845973,0.321708344,0.6,4.9,7.0,7.0,0.276,0.313,0.0,1.0,0.869437439,-0.494043054,-0.037,7.061075838,7.6,0.012681159420289856,0.19780758922117384,0.5401174168297457,22.64499655833918,0
1562.537358,13.34686619,0.341406875,0.0,5.5,7.6,7.6,0.27,0.313,0.0,1.0,0.946355521,-0.323127262,-0.043,0.0,7.6,0.013768115942028985,0.22433789002747379,0.5283757338551859,23.13213335416095,0
1571.043064,10.79777866,0.322296082,0.0,5.1,7.6,7.6,0.261,0.312,0.0,1.0,0.919752285,-0.392499344,-0.051,0.0,7.6,0.013768115942028985,0.18149210811621116,0.5107632093933464,21.318384162967885,0
1570.193904,8.980158678,0.374414859,0.0,0.6,5.5,7.6,0.252,0.312,0.0,1.0,0.942362252,-0.334594361,-0.06,0.0,7.6,0.013768115942028985,0.15094103898665281,0.4931506849315068,19.873476355225947,0
1570.185047,12.63956172,0.348205608,0.0,0.0,5.5,7.6,0.243,0.311,0.0,1.0,0.920334842,-0.391131409,-0.068,0.0,7.6,0.013768115942028985,0.2124493170734955,0.4755381604696673,21.190348963976042,0
1563.403088,9.823565872,0.37595139,0.0,0.0,5.5,7.6,0.235,0.311,0.0,1.0,0.939458421,-0.342662918,-0.076,0.0,7.6,0.013768115942028985,0.16511726489934792,0.4598825831702544,19.300720079769228,0
1564.634729,13.02606154,0.325694555,0.8,0.0,5.1,7.6,0.23,0.311,0.0,1.0,0.889554226,-0.456829595,-0.081,10.42084923,8.4,0.013768115942028985,0.2189457150204355,0.45009784735812136,20.622031509037864,0
1571.802616,8.909693065,0.341229784,40.8,0.8,1.4,8.4,0.409,0.334,0.0,1.0,0.86565686,-0.500637794,0.075,363.5154771,49.2,0.015217391304347827,0.1497566330957961,0.8003913894324852,29.11313632802235,0
1571.502751,9.639922838,0.347439447,4.5,41.6,41.6,49.2,0.476,0.415,0.0,1.0,0.968703597,-0.248220346,0.061,43.37965277,53.7,0.0891304347826087,0.1620305410063137,0.9315068493150684,36.37133910094581,1
1564.265447,13.34034618,0.378397637,0.3,46.1,46.1,53.7,0.453,0.423,0.0,1.0,0.926846603,-0.375440241,0.03,4.002103854,54.0,0.09728260869565218,0.22422829986109793,0.8864970645792564,37.21306528103672,1
1566.329027,12.90129627,0.326775689,0.1,45.6,46.4,54.0,0.434,0.423,0.0,1.0,0.956767919,-0.290852453,0.011,1.290129627,54.1,0.09782608695652174,0.21684862518510928,0.8493150684931506,35.897954288608666,1
1563.559431,9.594130826,0.363330539,0.0,4.9,46.5,52.0,0.419,0.421,0.0,1.0,0.968638055,-0.248475991,-0.002,0.0,52.0,0.09420289855072464,0.16126085595770734,0.8199608610567514,33.20476745246275,1
1564.626382,12.38232532,0.375956276,0.6,0.4,46.5,52.0,0.411,0.418,0.0,1.0,0.832309665,-0.554310943,-0.007,7.42939519,52.6,0.09420289855072464,0.20812561513532069,0.8043052837573385,34.141042908808764,1
1563.847285,8.931463279,0.350757966,0.6,0.7,47.1,52.6,0.413,0.416,0.0,1.0,0.887213726,-0.46135865,-0.003,5.358877967,53.2,0.09528985507246376,0.15012255299074984,0.8082191780821917,32.56184613508679,1
1562.80937,9.289272033,0.375645955,2.3,1.2,46.9,52.8,0.411,0.414,0.0,1.0,0.920190799,-0.391470169,-0.003,21.36532568,55.1,0.09565217391304347,0.1561367034110081,0.8043052837573385,32.63934657157213,1
1567.794789,9.41139301,0.332949512,5.0,3.5,8.4,50.6,0.447,0.414,0.0,1.0,0.92307563,-0.384618488,0.033,47.05696505,55.6,0.09166666666666667,0.1581893472240404,0.8747553816046967,34.65500853152877,1
1564.407857,8.715925434,0.336268606,0.0,7.9,8.9,55.0,0.446,0.418,0.0,1.0,0.858803124,-0.512305763,0.028,0.0,55.0,0.09963768115942029,0.14649973212178835,0.87279843444227,34.56445224329856,1
1571.922405,10.9229176,0.321309462,0.0,7.3,8.6,55.0,0.429,0.418,0.0,1.0,0.903223922,-0.429169602,0.011,0.0,55.0,0.09963768115942029,0.1835954787022524,0.8395303326810176,34.67928158787491,1
1567.154398,10.45324623,0.355534301,7.9,5.0,8.5,55.0,0.436,0.417,0.0,1.0,0.874786986,-0.484507718,0.019,82.5806452,62.9,0.09963768115942029,0.17570110989296167,0.8532289628180039,34.85340942770577,1
1565.590943,11.44796078,0.353379467,12.6,7.9,16.4,62.9,0.488,0.431,0.0,1.0,0.844249132,-0.535950934,0.057,144.2443058,75.5,0.11394927536231884,0.1924205525059267,0.9549902152641878,38.98029404759619,1
1571.131622,11.94360058,0.358290055,6.4,20.5,28.4,75.5,0.493,0.459,0.0,1.0,0.851074114,-0.525045572,0.034,76.43904374,81.9,0.13677536231884058,0.20075140600837266,0.9647749510763209,40.43680520529443,1
1568.207462,11.47670214,0.371521426,0.0,26.9,34.2,81.9,0.472,0.464,0.5,0.866025404,0.961743132,-0.273952821,0.008,0.0,81.9,0.1483695652173913,0.19290364538834062,0.923679060665362,39.432263790306735,1
1563.270788,9.892356177,0.353731839,0.0,19.0,31.9,81.1,0.457,0.459,0.5,0.866025404,0.915525333,-0.402260321,-0.002,0.0,81.1,0.14692028985507247,0.16627351174099295,0.8943248532289628,37.69476254330157,1
1566.978205,8.913188587,0.329188138,4.6,6.4,26.9,40.3,0.468,0.456,0.5,0.866025404,0.893608034,-0.448848172,0.012,41.0006675,44.9,0.0730072463768116,0.14981538681512327,0.9158512720156556,34.890289619995826,1
1566.410792,12.16009512,0.320775571,0.2,4.6,31.5,40.4,0.472,0.459,0.5,0.866025404,0.918690848,-0.394977373,0.013,2.432019024,40.6,0.07318840579710145,0.20439030727663124,0.923679060665362,36.769617270143854,1
1569.651321,10.04559428,0.322466251,0.1,4.8,31.7,40.3,0.453,0.455,0.5,0.866025404,0.940859194,-0.33879784,-0.002,1.004559428,40.4,0.0730072463768116,0.16884918098120674,0.8864970645792564,34.58067722188636,1
1568.937777,9.735279884,0.356692119,2.5,4.9,23.9,40.3,0.448,0.45,0.5,0.866025404,0.844992153,-0.534778703,-0.002,24.33819971,42.8,0.0730072463768116,0.16363332912109382,0.8767123287671232,34.130659591718974,1
1565.707913,11.95253328,0.36119972,6.4,2.8,13.8,42.8,0.476,0.452,0.5,0.866025404,0.84830169,-0.529513213,0.024,76.496213,49.2,0.07753623188405796,0.20090154934851867,0.9315068493150684,37.07370123526993,1
1566.694793,10.70938212,0.336963536,0.9,9.0,13.8,48.6,0.466,0.454,0.5,0.866025404,0.858628835,-0.512597819,0.012,9.638443908,49.5,0.08804347826086957,0.18000631414877127,0.9119373776908024,36.28004988562199,1
1567.187881,9.522605447,0.36583133,2.6,9.8,14.7,48.9,0.475,0.456,0.5,0.866025404,0.841815616,-0.539765198,0.019,24.75877416,51.5,0.08858695652173913,0.16005863722112498,0.9295499021526418,36.23173444208256,1
1566.224609,12.33273109,0.338686994,0.7,9.9,17.3,49.2,0.455,0.454,0.5,0.866025404,0.875796308,-0.482680875,0.001,8.632911766,49.9,0.0891304347826087,0.2072920213345472,0.8904109589041096,36.49630679846405,1
1563.077214,12.53189608,0.3582964,0.1,4.2,13.4,44.9,0.439,0.449,0.5,0.866025404,0.928510837,-0.3713053,-0.01,1.253189608,45.0,0.08134057971014493,0.21063964264039495,0.8590998043052838,35.34580659677615,1
1571.054459,13.42643464,0.373422578,0.4,3.4,13.3,45.0,0.426,0.443,0.5,0.866025404,0.913873791,-0.405998392,-0.017,5.370573855,45.4,0.08152173913043478,0.2256752989691421,0.8336594911937377,35.04091327010378,1
1568.7256,10.83993649,0.330760614,0.0,1.2,13.6,45.4,0.413,0.437,0.5,0.866025404,0.8618045,-0.507240578,-0.024,0.0,45.4,0.0822463768115942,0.18220070880911557,0.8082191780821917,33.002451679202984,1
1566.697202,8.68336109,0.369212623,0.0,0.5,11.1,37.5,0.4,0.431,0.5,0.866025404,0.84608745,-0.533044113,-0.031,0.0,37.5,0.06793478260869565,0.14595238144642436,0.7827788649706459,30.579328696859932,1
1567.695869,11.0862819,0.31954463,0.0,0.4,4.7,24.9,0.39,0.426,0.5,0.866025404,0.88774193,-0.460341467,-0.036,0.0,24.9,0.04510869565217391,0.18634135191669085,0.7632093933463796,30.290870183979067,1
1564.131636,8.616275684,0.365967734,0.0,0.0,3.8,18.5,0.381,0.421,0.5,0.866025404,0.901660024,-0.432445604,-0.04,0.0,18.5,0.03351449275362319,0.1448247910278621,0.7455968688845401,28.053229507516992,0
1567.305563,13.2379263,0.333980047,1.4,0.0,1.2,18.5,0.372,0.416,0.5,0.866025404,0.849382033,-0.527778517,-0.044,18.53309682,19.9,0.03351449275362319,0.2225067976411025,0.7279843444227005,29.855313972059015,0
1569.460278,9.37406457,0.31952627,6.2,1.4,1.9,19.9,0.384,0.412,0.5,0.866025404,0.874617408,-0.484813768,-0.028,58.11920034,26.1,0.03605072463768116,0.1575619202798869,0.7514677103718199,28.71291790505845,0
1567.336744,13.12698182,0.319705064,4.3,7.6,8.0,21.5,0.407,0.41,0.5,0.866025404,0.845591294,-0.533830838,-0.003,56.44602184,25.8,0.03894927536231884,0.22064201154082352,0.796477495107632,32.071556213946415,1
1566.806654,13.25010115,0.345979281,0.0,11.9,11.9,25.6,0.4,0.408,0.5,0.866025404,0.851181303,-0.524871784,-0.008,0.0,25.6,0.0463768115942029,0.2227114359525623,0.7827788649706459,32.01978149146436,1
1566.623857,12.37728364,0.325650988,0.0,10.5,11.9,25.5,0.385,0.405,0.5,0.866025404,0.936206516,-0.351450367,-0.02,0.0,25.5,0.04619565217391304,0.20804087315639525,0.7534246575342466,30.69179200767578,1
1569.616228,8.936535545,0.349085932,0.1,4.3,11.9,23.0,0.373,0.402,0.5,0.866025404,0.958228246,-0.286004596,-0.029,0.893653555,23.1,0.041666666666666664,0.15020780906778688,0.7299412915851272,28.07113968625409,0
1569.533397,11.29182392,0.367847661,1.6,0.1,12.0,16.7,0.368,0.399,0.5,0.866025404,0.882593425,-0.47013705,-0.031,18.06691827,18.3,0.030253623188405795,0.1897961601407617,0.7201565557729941,28.508726404948902,0
1569.500702,10.27131886,0.356565447,3.8,1.7,13.6,17.4,0.367,0.396,0.5,0.866025404,0.841741906,-0.539880139,-0.029,39.03101168,21.2,0.03152173913043478,0.17264322336416538,0.7181996086105675,27.986154524459376,0
1564.4617,12.60106682,0.365749637,2.3,5.5,16.0,18.6,0.368,0.394,0.5,0.866025404,0.84628873,-0.532724493,-0.026,28.9824537,20.9,0.03369565217391304,0.2118022839407824,0.7201565557729941,29.306591278369815,0
1568.17895,10.01107232,0.350663274,0.0,7.7,12.1,20.2,0.36,0.391,0.5,0.866025404,0.84432951,-0.535824299,-0.031,0.0,20.2,0.036594202898550726,0.16826892614417127,0.7045009784735812,27.6468652544746,0
1569.789073,10.75627093,0.358513281,0.0,6.1,7.8,20.1,0.344,0.388,0.5,0.866025404,0.853354413,-0.521331225,-0.044,0.0,20.1,0.036413043478260874,0.1807944344874003,0.6731898238747553,27.076049489995103,0
1567.618943,11.36845749,0.356340077,0.0,2.3,7.8,19.7,0.329,0.384,0.5,0.866025404,0.922087362,-0.386981778,-0.055,0.0,19.7,0.03568840579710145,0.19108423879191005,0.6438356164383562,26.47513188879205,0
1569.789773,8.676609065,0.329168245,0.0,0.0,7.8,19.7,0.319,0.381,0.5,0.866025404,0.841217024,-0.540697622,-0.062,0.0,19.7,0.03568840579710145,0.14583889150651264,0.62426614481409,24.530687321502135,0
1570.544034,11.54440477,0.342621666,0.2,0.0,7.7,19.7,0.311,0.378,0.866025404,0.5,0.89303851,-0.449980243,-0.067,2.308880954,19.9,0.03568840579710145,0.19404161028191919,0.6086105675146771,25.50710156578194,0
1563.738901,10.22132035,0.36071515,1.0,0.2,6.3,19.9,0.301,0.375,0.866025404,0.5,0.860684451,-0.509138758,-0.074,10.22132035,20.9,0.03605072463768116,0.17180283431116647,0.589041095890411,24.26734689155457,0
1565.063408,11.14588612,0.36118105,2.6,1.2,3.5,20.9,0.3,0.372,0.866025404,0.5,0.939799708,-0.341725781,-0.072,28.97930392,23.5,0.03786231884057971,0.1873431964516688,0.5870841487279843,24.74731310901278,0
1568.013096,9.124147922,0.330854614,1.3,3.8,3.8,22.1,0.299,0.369,0.866025404,0.5,0.913542925,-0.406742331,-0.07,11.8613923,23.4,0.04003623188405797,0.1533612507971086,0.5851272015655576,23.756102846242307,0
1564.896784,10.17910442,0.352636626,0.0,4.9,5.1,17.2,0.288,0.366,0.866025404,0.5,0.959561911,-0.281497672,-0.078,0.0,17.2,0.03115942028985507,0.17109325705708092,0.5636007827788649,23.287198006672575,0
1571.413854,11.40899362,0.324680321,0.0,3.9,5.1,12.9,0.275,0.363,0.866025404,0.5,0.955876021,-0.293770375,-0.088,0.0,12.9,0.023369565217391305,0.1917655814939814,0.538160469667319,22.83256414353466,0
1563.941342,11.3579,0.364504351,1.3,1.3,5.1,12.9,0.264,0.36,0.866025404,0.5,0.864757681,-0.50218936,-0.096,14.76527001,14.2,0.023369565217391305,0.19090678552333973,0.5166340508806262,22.16100770081463,0
1565.56948,9.289809307,0.362454873,0.0,1.3,6.4,14.2,0.254,0.356,0.866025404,0.5,0.839822079,-0.542861747,-0.102,0.0,14.2,0.02572463768115942,0.1561457340638828,0.49706457925636005,20.62529490685366,0
1571.943063,10.57348533,0.365244817,0.0,1.3,6.2,14.1,0.241,0.353,0.866025404,0.5,0.909574726,-0.415540392,-0.112,0.0,14.1,0.025543478260869563,0.17772212258678885,0.47162426614481406,20.50213079238287,0
1563.891817,11.0975129,0.32654342,0.0,1.3,5.2,12.5,0.23,0.35,0.866025404,0.5,0.915551006,-0.402201884,-0.12,0.0,12.5,0.022644927536231884,0.18653012573123515,0.45009784735812136,20.00463629412997,0
1566.488177,8.906125304,0.338010159,0.1,0.0,2.6,8.7,0.221,0.347,0.866025404,0.5,0.840150433,-0.542353437,-0.126,0.89061253,8.8,0.01576086956521739,0.14969666516298935,0.4324853228962818,18.09589442438683,0
1565.137823,11.49685992,0.337756252,0.1,0.1,1.4,6.5,0.213,0.344,0.866025404,0.5,0.860526792,-0.509405182,-0.131,1.149685992,6.6,0.01177536231884058,0.1932424630380018,0.41682974559686886,18.77318075179974,0
1570.097992,9.658596263,0.329104255,4.4,0.2,1.5,6.6,0.223,0.342,0.866025404,0.5,0.952905944,-0.303265992,-0.119,42.49782356,11.0,0.011956521739130433,0.16234440919862575,0.436399217221135,18.44056966215804,0
1565.041472,13.10103868,0.321483476,9.2,4.6,5.9,11.0,0.351,0.341,0.866025404,0.5,0.966659008,-0.256067106,0.01,120.5295559,20.2,0.019927536231884056,0.22020595192911874,0.6868884540117416,28.00993362750117,0
1563.61429,9.842719353,0.35994867,2.8,13.7,13.8,20.2,0.349,0.341,0.866025404,0.5,0.838633416,-0.54469624,0.008,27.55961419,23.0,0.036594202898550726,0.1654392020082582,0.6829745596868884,26.91618096679642,0
1571.331351,12.43679926,0.354666928,0.6,16.4,16.6,23.0,0.333,0.34,0.866025404,0.5,0.907724714,-0.419566257,-0.007,7.462079554,23.6,0.041666666666666664,0.2090412284775927,0.6516634050880626,27.487805673636327,0
1565.174024,11.41080171,0.342081758,0.0,12.6,17.2,23.4,0.311,0.338,0.866025404,0.5,0.891579586,-0.452864044,-0.027,0.0,23.4,0.042391304347826085,0.19179597238048654,0.6086105675146771,25.707848370767948,0
1569.417475,11.92673506,0.340772631,0.3,3.4,17.2,22.4,0.29,0.336,0.866025404,0.5,0.909105555,-0.416565829,-0.046,3.578020517,22.7,0.04057971014492753,0.2004679255930336,0.5675146771037182,24.662666486699656,0
1564.905677,13.00881021,0.336691088,0.9,0.9,17.4,20.1,0.278,0.335,0.866025404,0.5,0.876537726,-0.481333164,-0.057,11.70792919,21.0,0.036413043478260874,0.21865574980183855,0.5440313111545989,24.337133567823557,0
1563.785816,12.73906675,0.325897304,2.8,1.2,18.2,19.7,0.272,0.333,0.866025404,0.5,0.848501965,-0.529192229,-0.061,35.66938689,22.5,0.03568840579710145,0.21412182567285837,0.5322896281800392,23.819879847470986,0
1570.024122,9.138725414,0.337071263,0.4,4.0,16.6,22.5,0.259,0.331,0.866025404,0.5,0.830248656,-0.557393191,-0.072,3.655490166,22.9,0.04076086956521739,0.15360627339272154,0.5068493150684932,21.44410243644514,0
1562.55582,13.16872221,0.353480029,1.0,4.1,7.8,22.9,0.243,0.329,0.866025404,0.5,0.931863373,-0.36280939,-0.086,13.16872221,23.9,0.041485507246376806,0.22134359578451213,0.4755381604696673,22.565872977480453,0
1565.319729,9.193370168,0.32000143,0.1,4.2,6.0,22.6,0.229,0.327,0.866025404,0.5,0.910756855,-0.412943037,-0.098,0.919337017,22.7,0.04094202898550725,0.154524757824866,0.44814090019569475,19.71765090003711,0
1569.800817,10.08194671,0.328256284,0.0,1.5,5.5,22.7,0.214,0.325,0.866025404,0.5,0.851084502,-0.525028733,-0.111,0.0,22.7,0.0411231884057971,0.16946020287409738,0.4187866927592955,19.292334405233667,0
1567.121375,11.11566709,0.347040516,0.0,1.1,5.5,22.7,0.201,0.323,0.866025404,0.5,0.92244722,-0.386123201,-0.122,0.0,22.7,0.0411231884057971,0.1868352664752706,0.39334637964774954,19.05037691992249,0
1568.895738,13.16674749,0.330501091,0.0,0.1,5.2,22.7,0.191,0.321,0.866025404,0.5,0.9324511,-0.361296203,-0.13,0.0,22.7,0.0411231884057971,0.22131040413398617,0.37377690802348335,19.49754690095597,0
1562.668169,11.63592948,0.32996669,0.2,0.0,4.3,22.6,0.184,0.319,0.866025404,0.5,0.835051146,-0.550172322,-0.135,2.327185896,22.8,0.04094202898550725,0.19557998341269653,0.36007827788649704,18.307428998396098,0
1569.4981,12.87475548,0.340066692,0.2,0.2,1.7,22.7,0.181,0.317,0.866025404,0.5,0.877662008,-0.479280085,-0.136,2.574951095,22.9,0.0411231884057971,0.21640252010369898,0.3542074363992172,18.76322623131937,0
1563.719404,13.2086048,0.341528372,1.9,0.4,1.5,18.5,0.184,0.316,0.866025404,0.5,0.912549602,-0.408966042,-0.132,25.09634912,20.4,0.03351449275362319,0.22201395360199996,0.36007827788649704,18.803346654799835,0
1570.08704,12.24242336,0.334289336,0.9,2.3,2.4,11.2,0.186,0.315,0.866025404,0.5,0.866737514,-0.498764556,-0.129,11.01818102,12.1,0.020289855072463767,0.20577410354673348,0.3639921722113503,17.904582475641064,0
1567.641747,10.90953526,0.326967413,3.0,3.0,3.2,9.3,0.191,0.313,0.866025404,0.5,0.937404172,-0.348243333,-0.122,32.72860577,12.3,0.01684782608695652,0.18337054455842472,0.37377690802348335,17.3883366209355,0
1569.391618,10.44007032,0.350198114,3.2,5.8,6.2,11.7,0.204,0.312,1.0,6.12e-17,0.900437907,-0.43498457,-0.108,33.40822502,14.9,0.021195652173913043,0.17547964548277628,0.39921722113502933,18.08873208549069,0
1564.128327,9.875843811,0.352971216,1.3,7.1,9.4,14.9,0.205,0.311,1.0,6.12e-17,0.881182379,-0.472776496,-0.106,12.83859695,16.2,0.026992753623188405,0.1659959672376565,0.40117416829745595,18.094814210980907,0
1565.954255,11.03296361,0.33930996,5.2,7.5,10.7,15.9,0.209,0.31,1.0,6.12e-17,0.880319316,-0.474381599,-0.101,57.37141079,21.1,0.028804347826086957,0.18544516306545064,0.4090019569471624,18.98558751342187,0
1570.020693,8.740181246,0.370898722,8.4,9.7,15.7,20.2,0.243,0.309,1.0,6.12e-17,0.951508832,-0.307621428,-0.066,73.41752247,28.6,0.036594202898550726,0.14690743064873243,0.4755381604696673,20.13713584949402,0
1571.108045,9.640743425,0.370414389,12.2,14.9,23.9,25.8,0.294,0.309,1.0,6.12e-17,0.830063711,-0.557668571,-0.015,117.6170698,38.0,0.04673913043478261,0.16204433366397156,0.5753424657534246,23.99116919991319,0
1564.265722,10.29165533,0.377681008,12.4,25.8,34.2,37.6,0.46,0.323,1.0,6.12e-17,0.873948223,-0.486019036,0.137,127.6165261,50.0,0.06811594202898551,0.17298504448572763,0.9001956947162427,34.920059857218526,1
